"";"classe 1";"classe 2";"classe 3";"classe 4"
"2007";-1,821;-1,045;0,097;4,068
"1960";1,758;-0,783;-0,7;0,025
"17";3,578;-1,045;0,097;-1,654
"150";-1,821;-1,045;2,531;0,839
"0";1,758;-0,783;-0,7;0,025
"u";6,619;-0,783;-0,7;-1,24
"simplesmente";0,006;-0,783;0,409;0,025
"senão";-1,365;0,294;-0,7;2,04
"semanalmente";-1,365;-0,783;12,9;-1,24
"majoritariamente";0,006;-0,783;-0,7;2,04
"inicialmente";6,619;-0,783;-0,7;-1,24
"finalmente";0,006;-0,783;0,409;0,025
"debaixo";1,758;0,294;-0,7;-1,24
"constantemente";1,758;0,294;-0,7;-1,24
"90";-1,365;3,876;-0,7;0,025
"83";6,619;-0,783;-0,7;-1,24
"51";-1,365;-0,783;0,409;2,04
"*txt_1136";38,106;-2,487;-5,915;-7,8
"*txt_1112";-21,131;108,011;-2,7;-9,965
"*txt_1117";31,1;-3,68;-3,29;-5,825
"*txt_1130";0,006;3,876;-0,7;-1,24
"*txt_1014";0,156;-5,51;51,896;-20,373
"*txt_1016";35,113;-3,195;-0,496;-14,754
"*txt_1010";25,113;0,029;-5,297;-10,736
"*txt_1011";-21,959;107,323;0,124;-22,596
"*txt_1013";-11,528;19,318;10,441;-10,473
"*txt_1051";67,31;-7,966;-7,12;-12,606
"*txt_1055";47,923;-5,52;-1,035;-16,704
"*txt_1031";42,338;-5,01;-4,479;-7,93
"*txt_1072";-9,224;32,204;1,111;-8,217
"*txt_1076";51,863;-6,886;-6,156;-8,217
"*txt_1194";28,679;-3,792;-5,435;-2,946
"*txt_1039";24,804;-6,234;-10,832;0
"*txt_1044";41,736;-5,556;-1,137;-12,721
"*txt_1083";-0,656;-1,401;24,727;-5,766
"*txt_1119";-19,097;-4,576;149,418;-17,348
"*txt_1160";36,106;-5,01;-2,331;-7,93
"*txt_1161";54,128;-4,822;-6,396;-11,324
"*txt_1085";32,569;-3,034;-4,717;-5,737
"*txt_1084";-19,575;-8,797;-3,886;78,288
"*txt_1147";-46,67;-24,332;-25,967;247,85
"*txt_1144";-17,653;3,424;65,219;-18,653
"*txt_1125";-6,412;-5,604;-1,578;33,303
"*txt_1102";0,134;4,611;0,492;-8,352
"*txt_1009";-5,725;9,715;1,542;-1,979
"*txt_1107";21,667;-3,946;-1,477;-3,719
"*txt_1104";0,329;-0,522;1,264;-0,826
"*txt_1003";-0,454;3,839;-0,233;-0,413
"*txt_1002";-3,192;11,042;-1,638;-0,001
"*txt_1005";-6,412;-3,68;-3,29;34,235
"*txt_1069";28,934;-2,974;-0,035;-14,323
"*txt_1027";3,122;0,814;-1,073;-2,933
"*txt_1026";-0,603;-4,328;-0,202;9,19
"*txt_1023";-23,406;-12,617;-11,078;120,123
"*txt_1047";-17,666;20,401;-4,718;4,541
"*txt_1183";-9,66;-5,545;-4,956;51,576
"*txt_1063";12,442;0,127;-1,219;-8,775
"*txt_1181";-6,412;-0,008;2,459;1,723
"*txt_1028";-19,082;-12,614;-8,879;103,648
"*txt_1184";-1,821;2,103;0,097;-0,034
"*gr_02";0;0;0;0
"*txt_1095";-3,429;-0,178;33,773;-7,508
"*txt_1170";11,046;-1,307;-1,168;-2,069
"*txt_1090";-27,796;-9,072;-14,262;127,857
"*txt_1154";-27,303;204,106;-3,129;-34,526
"*txt_1041";-21,478;-4,006;151,38;-16,704
"*txt_1152";-0,454;3,839;-0,233;-0,413
