"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"roberto";20,556;1,45;-1,654;-7,851;4,872;-13,162
"razão";28,128;-9,444;0,001;3,393;-1,13;-5,297
"maneira";-12,847;-8,958;13,258;2,484;0,068;2,273
"fernando";-1,157;30,515;-4,983;-6,117;15,804;-19,037
"curitiba";215,234;0,487;-8,747;-13,93;-13,63;-19,91
"compra";-0,239;104,123;-8,489;-6,957;-7,156;-9,778
"rocha";-6,486;83,723;-0,428;-7,782;-2,83;-8,397
"ouvir";-1,289;6,562;9,089;-0,442;-0,312;-11,257
"manifestar";10,477;-0,052;-4,334;0,08;0,011;-1,438
"lançamento";-15,801;-30,087;-15,308;-13,084;-16,409;421,242
"centro";-7,454;-5,355;-0,885;9,17;1,626;3,141
"causa";-0,043;-3,291;-0,015;26,906;-0,393;-4,733
"aéreo";-13,693;-15,369;-5,596;-11,952;-11,901;269,933
"alto";-0,437;-0,15;-0,049;0,061;-1,225;4,082
"valer";0,803;-3,728;-0,935;3,209;3,024;-1,371
"santo";7,736;36,69;-2,279;-1,438;-6,758;-18,383
"rua";-11,172;-9,224;43,986;6,759;2,119;-12,124
"reportagem";-1,572;60,687;-1,393;-3,008;-1,801;-11,893
"químico";-14,457;-18,524;-16,261;-20,07;-17,302;404,519
"privilegiado";0,591;-0,719;-2,606;0,073;25,886;-10,777
"prefeito";-6,309;-4,97;3,745;0,294;48,845;-15,987
"fase";23,017;11,363;-2,071;-5,292;-8,129;-3,704
"exercício";-0,717;-27,17;-3,945;-3,885;-5,986;156,757
"balístico";-18,587;-33,577;-18,069;-22,301;-19,226;522,925
"aliado";-12,517;-11,476;-4,113;-6,868;3,099;94,917
"julgar";219,454;-25,952;-9,676;0,046;-1,205;-18,601
"certo";-8,483;-16,243;22,579;22,789;-5,877;0,161
"resposta";-5,866;-6,426;0,005;-0,005;-7,857;58,059
"palavra";2,973;-0,359;2,36;1,004;-5,026;-1,462
"ideia";-6,954;-24,308;-0,172;107,591;-0,095;-2,55
"fiscal";-11,611;108,935;-7,368;-5,292;0,335;-17,947
"financeiro";-8,949;59,792;-1,365;-0,134;-4,049;-6,339
"quinta_feira";11,063;-0,502;-6,69;-7,143;10,173;-0,072
"negociação";-8,18;2,533;-7,826;-5,784;0,016;31,633
"lugar";-4,316;-10,313;20,523;12,919;-1,303;-1,222
"exército";-12,279;-18,984;-1,606;-0,494;-4,201;138,13
"edson";8,408;0,945;-1,29;-1,592;-0,029;-1,717
"determinar";121,823;-4,625;-10,426;-9,216;-0,018;-2,964
"passivo";307,403;-6,282;-9,779;-14,815;-8,489;-15,987
"assinar";0,631;0,008;-4,05;-2,654;32,809;-7,41
"sexta_feira";-1,237;0,941;-1,979;-8,431;-0,234;20,275
"representar";0,899;-4,625;-0,358;0,398;-2,013;7,554
"obra";-6,653;54,686;0,509;-0,864;-3,763;-14,03
"manhã";0,438;-5,298;-2,376;-9,308;7,837;13,79
"cometer";11,913;-1,38;0,01;-0,038;0,066;-4,005
"avaliar";-7,708;-5,697;-2,071;-0,273;70,125;-0,591
"abrir";0,418;1,463;0,553;3,197;-3,801;-6,444
"água";-10,501;-11,938;44,562;0,035;-8,633;10,701
"unidade";-0,639;2,359;-5,152;0,038;-0,253;1,875
"estatal";-1,382;1,2;-0,585;-5,202;-3,699;20,856
"discutir";0,023;-4,422;-3,696;-0,557;49,061;-3,374
"uscifrão";-2,917;76,586;-4,247;-7,921;-8,783;-0,546
"sentença";421,528;-11,652;-10,153;-17,843;-15,383;-19,255
"resultado";-1,974;-12,811;-2,74;39,143;6,939;-3,255
"mão";-1,436;-8,47;15,844;2,407;-0,002;-0,591
"março";3,333;16,384;-4,403;-8,237;-0,629;-0,497
"denunciar";33,442;4,85;-2,319;-4,055;-7,322;-3,516
"plenário";-0,106;-18,557;-0,352;-14,009;200,774;-15,117
"jornalista";-0,784;-1,666;17,224;-1,051;1,229;-2,414
"terça_feira";1,776;-0,901;-7,313;-11,899;4,963;12,803
"sofrer";-1,621;-7,489;14,794;8,411;-1,121;-1,314
"judiciário";15,36;-19,775;-1,97;23,903;4,825;-17,729
"irmão";-8,26;172,502;-6,162;-10,575;-6,835;-16,204
"diferente";-3,101;-13,092;0,061;63,483;-1,477;-1,587
"cair";-1,769;-5,859;5,572;-2,274;-0,206;13,268
"atacar";-1,584;-18,575;-2,182;-4,32;-1,843;110,986
"professor";-2,056;-16,781;1,061;44,839;-1,399;-0,284
"preciso";-4,904;-8,462;0,707;70,247;0,001;-13,869
"futuro";-1,812;-18,984;-0,111;28,901;9,789;-3,231
"democracia";-4,74;-25,344;-2,175;184,127;-5,106;-5,068
"alegar";45,591;-0,217;-7,826;-7,269;-5,397;2,721
"tentativa";0,631;-1,523;-8,884;3,88;-0,81;5,063
"paraná";31,368;16,37;-2,552;-5,841;-4,339;-14,9
"íntegro";32,905;9,795;-7,525;-4,29;-1,916;-8,52
"sentido";0,119;-6,997;-0,788;21,94;-0,007;-1,166
"segunda_feira";1,487;1,658;-10,588;-9,406;4,237;2,233
"quarta_feira";16,449;-5,298;-5,304;-5,489;10,062;0,068
"mensagem";-8,655;0,782;4,198;-0,623;0;0,405
"gilmar";129,31;-12,326;-0,122;-3,791;-0,773;-12,294
"forte";-4,316;-12,21;-0,406;17,932;0,775;1,939
"central";-1,249;-2,099;0,117;0,551;6,258;-0,532
"órgão";4,963;2,975;-5,864;14,108;-4,929;-11,257
"uso";-0,784;-0,999;-4,981;6,759;-5,565;12,876
"real";-1,289;8,069;-0,522;-3,717;-6,515;7,864
"henrique";-3,598;12,046;-7,673;-17,035;88,702;-18,383
"funaro";-11,945;252,352;-11,561;-17,035;-10,342;-18,383
"doação";-8,338;183,338;-9,835;-10,94;-4,201;-18,819
"acesso";1,776;12,787;-0,086;-0,061;-3,296;-8,875
"abril";-0,257;-1,955;-2,073;-8,457;0,003;37,166
"setembro";6,5;0,021;-4,403;-8,237;-0,629;8,643
"ressaltar";0,687;7,604;-4,472;-1,795;-0,871;0,081
"negócio";-8,452;23,434;-0,102;-2,418;1,664;-4,296
"atividade";-2,642;0,455;-5,127;0,794;-1,031;8,224
"acrescentar";-0,653;-0,4;-0,172;-1,157;-0,828;13,741
"reunir";-0,817;-3,672;-2,739;-0,302;11,5;3,376
"regra";1,935;-13,974;-7,157;1,196;54,51;-6,918
"prazo";47,501;-6,527;-0,073;0,035;-0,629;-7,253
"listar";-1,154;10,89;-0,349;-2,078;0,013;-0,678
"imposto";6,999;2,099;-1,136;-0,497;-1,416;-1,602
"funcionário";-4,348;20,781;0,04;-6,035;-3,202;0,562
"busca";-0,157;8,778;-0,109;-3,894;-1,649;0,255
"avião";-8,491;-3,672;0,141;-0,302;-6,587;54,147
"amigo";-2,166;-0,052;124,756;-10,183;-3,564;-13,418
"secretário";-6,772;-0,223;-8,253;-9,025;-0,168;77,75
"resolver";-9,723;-0,123;0,182;0;-1,768;16,551
"produto";1;13,499;0;-3,627;-4,984;-1,071
"onu";-15,209;-24,915;-14,785;-9,856;-13,457;362,1
"aumentar";1,111;-9,899;-2,29;0,187;-1,801;22,109
"fundo";-4,298;8,154;0,001;-0,012;0,075;-2,029
"liberdade";50,836;-12,21;-1,759;26,989;-10,006;-12,986
"fazenda";-12,348;36,994;-9,779;-6,731;40,053;-15,987
"europeu";-5,152;-6,882;-1,433;11,004;-5,329;24,64
"especialista";-11,277;-24,432;-8,884;0,221;-3,41;155,922
"especial";-1,603;-0,646;-3,835;2,19;11,975;-0,687
"desenvolvimento";-7,822;-0,402;-1,136;4,187;-4,069;16,819
"seguinte";-7,133;-0,037;0,816;0,794;5,891;-1,637
"saúde";-6,967;-9,639;83,544;6,253;-3,727;-9,545
"ricardo";0,394;78,72;-4,691;-13,002;-1,527;-14,03
"retirar";-4,035;-0,295;0,022;-1,25;13,888;-0,004
"respeito";-0,114;-2,083;1,758;27,485;-1,121;-11,77
"referir";-3,758;17,975;1,726;-5,49;-2,774;-0,072
"manifestação";2,403;-8,021;-0,089;7,722;6,659;-9,759
"ilícito";10,938;50,944;-2,912;-8,079;-8,155;-15,552
"grave";5,062;-7,239;-0,073;24,098;-2,013;-5,372
"branco";-1,67;-13,926;0,19;1,693;-5,529;33,853
"análise";24,192;-3,615;-3,035;-2,599;7,644;-3,295
"volta";-0,307;-5,309;7,449;1,593;-0,057;-0,187
"troca";-2,642;34,523;-2,435;-7,329;-2,902;0,403
"tirar";-11,676;-8,316;76,975;0,595;-0,007;-5,363
"tema";-5,03;-11,694;-2,29;2,791;55,55;-1,784
"médico";-1,368;-9,684;79,775;0,63;-2,712;-8,048
"membro";8,415;-10,435;-6,612;2,396;1,331;0,439
"impedir";0,662;-4,904;-5,127;1,484;5,891;0,1
"globo";-2,048;83,714;-0,405;-12,599;-2,274;-11,262
"gestão";-4,644;-6,527;0,683;24,447;1,829;-4,123
"conversar";-4,886;2,481;4,889;-1,911;-0,419;0,052
"carlos";1,219;43,926;-8,972;-9,402;1,781;-14,9
"bndes";-2,242;113,838;-7,442;-9,185;-3,911;-9,911
"agricultura";-6,474;126,167;-6,245;-6,128;-4,866;-11,21
"falta";9,866;-9,12;1,005;3,091;0,007;-5,017
"ex_deputado";0,496;110,295;-7,157;-14,009;-6,038;-15,117
"coréia";-14,366;-25,952;-11,723;-17,237;-14,86;392,846
"bolsonaro";-5,907;-17,503;0,04;-2,784;181,967;-17,729
"responsabilidade";-0,139;-12,21;-9,295;50,639;2,415;-2,01
"obter";0,044;57,492;-9,617;-3,717;-8,322;-1,438
"negociar";-6,463;26,551;0,286;-10,575;-0,419;-0,006
"trazer";-0,93;-1,031;-0,31;24,916;-1,117;-1,904
"desembargador";411,239;-21,883;-5,453;-13,901;-13,989;-17,511
"conhecer";-0,07;5,391;17,212;-0,649;-8,825;-6,467
"benefício";18,468;28,066;-8,811;-2,979;-5,722;-10,2
"apoiar";-6,617;-11,694;-0,718;-4,177;12,562;31,446
"tv";-3,621;8,253;1,032;-10,901;0,22;0,189
"pretender";2,742;-16,027;0,011;3,672;0,783;0,014
"conjunto";-1,84;-0,792;-9,133;-0,269;-0,178;34,342
"buscar";-0,639;-0,617;-0,002;4,74;-2,419;0,915
"assessoria";1,361;20,13;-0,47;-3,627;-0,205;-9,759
"presidencial";-4,74;-2,73;-2,175;-4,166;90,611;-2,811
"função";12,095;-4,246;-6,38;0,005;29,737;-14,03
"chinês";-13,188;-23,824;-10,588;-7,636;-13,641;316,185
"aparecer";-4,742;7,604;3,745;-0,159;0,15;-7,699
"sr";-4,175;-2,131;2,214;9,17;5,259;-8,671
"neto";76,405;-2,984;-6,162;-4,023;2,717;-11,681
"f";-8,584;131,795;-10,264;-10,968;-8,993;-1,166
"estratégia";-4,886;-1,386;-4,61;3,004;5,309;2,086
"contrário";-0,448;-11,926;0,01;1,196;44,949;-8,671
"comentar";-2,166;1,362;-0,002;-3,717;9,592;-0,794
"cara";-5,393;-15,588;131,382;-5,665;1,103;-6,531
"aceitar";1,486;-3,615;-0,147;0,08;-0,312;2,473
"vítima";0,268;-11,442;-0,967;22,899;-5,189;2,548
"sanção";-9,397;-22,186;-11,074;-16,429;-9,835;319,807
"registrar";0,02;13,554;-1,365;-1,258;-0,146;-2,852
"recorrer";230,869;-13,066;-1,215;-12,499;-10,522;-6,095
"difícil";-12,012;-10,588;19,815;2,589;-0,264;2,683
"vender";-7,99;0,445;4,997;3,843;-0,175;-2,886
"solicitar";1,518;46,903;-4,849;-3,464;-3,727;-9,545
"sede";10,582;1,662;-0,94;-3,213;-0,448;-1,334
"procurador_geral";0,27;9,971;-2,581;-1,237;0,218;-3,438
"criticar";6,575;-19,463;-5,864;-6,552;29,412;4,789
"administração";4,963;-1,133;-3,035;6,215;-3,564;0,001
"tarde";-1,368;-0,5;-2,345;-2,372;20,19;0,333
"solução";-8,098;-9,367;-0,008;27,531;-0,364;2,274
"pesquisa";-5,819;-9,684;-0,076;5,52;42,773;-6,04
"fechar";-5,701;67,047;-2,498;-2,82;-4,329;-3,445
"domingo";-7,296;0,819;-2,254;-9,11;-0,016;34,772
"direto";-1,934;-0,986;-1,761;-0,61;3,156;7,227
"contato";-0,437;51,477;-0,348;-0,61;-6,495;-13,379
"campo";-2,78;-3,451;0,001;27,3;0,457;-4,699
"trecho";-0,001;75,897;-3,131;-8,431;-2,397;-13,813
"santana";-2,279;199,284;-12,004;-14,815;-12,772;-15,987
"quarto";-0,321;-0,753;-5,61;-2,969;20,045;1,334
"morto";-2,643;-9,976;0,248;-0,188;-1,649;37,665
"magistrado";169,195;-6,268;-6,845;-1,149;-4,194;-14,682
"jurídico";43,346;-4,463;-6,535;9,038;-0,335;-14,248
"investimento";-4,035;13,738;-0,291;-0,253;-0,434;-0,44
"fonte";0,41;-0,104;-0,238;0,265;-8,956;6,172
"exigir";-0,636;-2,16;-3,261;9,515;-0,781;3,242
"dúvida";0,004;-2,859;-5,274;11,755;-1,119;2,323
"costa";-10,501;5,049;-4,403;0,035;2,924;0,385
"agente";17,037;3,587;-3,007;-0,439;-5,027;-2,48
"washington";-13,525;-24,432;-13,148;-8,001;-11,728;325,586
"vista";-0,22;-5,298;1,266;33,634;-0,858;-8,103
"trabalhador";-2,988;-3,108;5,715;3,657;2,495;-3,868
"quinto";0,17;-0,69;-7,001;-4,377;4,072;9,658
"pinheiro";12,143;3,904;-0,178;-3,784;-1,337;-4,083
"pai";-5,242;-0,174;64,809;-4,055;-1,739;-2,414
"mouro";-0,001;138,704;-11,514;-11,899;-7,988;-15,334
"legislativo";-4,644;-8,15;-1,869;-0,242;129,141;-13,596
"combate";-6,493;-10,234;-8,167;26,906;-0,017;12,365
"caminho";-7,133;-6,268;-0,734;20,152;-1,848;8,224
"alcance";-11,844;-18,859;-9,295;-7,891;-6,197;248,25
"agir";0,028;-7,541;17,224;0,086;-1,739;0,003
"privado";-2,508;9,44;1,955;2,47;-2,712;-10,344
"porto";29,803;-0,132;-2,345;-0,581;-4,227;-0,315
"opinião";0,096;-12,21;-4,061;34,052;2,415;-2,993
"luta";-4,457;-19,161;1,061;68,656;-8,155;0,158
"destruir";-7,626;-10,784;0,095;-0,392;-7,949;82,792
"cármen";1,912;-1,921;2,076;2,608;-0,344;-4,299
"caber";71,482;-12,917;-3,835;-1,764;5,533;-8,311
"abuso";31,262;-7,497;-3,035;-8,268;33,127;-9,285
"trf_4";399,092;-18,875;-12,821;-13,5;-7,479;-17,075
"sigilo";-0,138;42,562;-6,63;-0,573;-4,898;-3,029
"saída";-7,461;-8,569;-0,159;-0,048;21,737;3,949
"reconhecer";0,575;0,793;2,394;-0,219;0,424;-10,411
"nação";-8,098;-19,765;-2,073;1,368;-8,489;107,723
"frigorífico";-11,676;209,943;-7,157;-11,699;-12,077;-15,117
"referência";-0,951;1,056;-0,002;-6,541;-3,598;16,417
"perguntar";-8,26;29,463;10,348;-1,911;-1,697;-13,85
"maio";0,117;0,819;-1,248;-0,767;1,892;-0,519
"lúcia";1,589;0,007;1,739;0,092;-0,439;-4,514
"equipa";-0,879;-2,198;-0,757;3,091;1,393;0,227
"enfrentar";-6,812;-19,879;-2,204;63,78;-0,861;2,992
"dado";-0,761;7,234;0,006;1,592;-3,288;-3,209
"conhecido";-4,644;1,095;7,044;-1,372;0,078;-0,497
"atender";0,383;0,711;0,479;0,297;-0,523;-3,943
"aberto";-0,07;-0,02;-0,346;-1,175;1,432;0,776
"território";-9,945;-19,463;-9,617;-6,552;-10,35;257,514
"marcar";32,388;-3,708;-0,255;0,318;-1,031;-5,003
"ilegal";5,094;17,22;-2,875;-3,272;-8,462;-0,425
"crítica";-1,237;-8,417;-1,09;0,017;34,834;-0,184
"capaz";-6,927;-20,975;-0,073;0;-3,029;86,577
"capacidade";-8,452;-8,417;-1,979;0,647;-2,397;60,692
"afastado";0,383;22,124;-2,09;-1,09;-0,523;-7,622
"termo";0,143;2,712;-6,071;10,534;-3,48;-1,871
"sp";23,31;0,249;-0,147;-4,068;0,457;-10,777
"necessidade";0,016;-5,811;-0,038;6,679;0,657;-0,303
"morrer";-7,822;-5,618;67,874;-2,224;-4,069;1,07
"fevereiro";0,383;1,426;-7,442;-3,381;6,872;-0,002
"eventual";37,88;-8,021;-3,417;-3,627;13,823;-5,862
"estudo";-6,653;-9,551;0,043;7,354;-6,881;28,869
"conflito";-7,615;-21,395;-4,061;-6,195;-10,006;219,608
"beneficiar";-0,018;37,192;-3,392;-2,695;-0,335;-7,858
"revista";-3,387;28,441;0,687;-0,277;-2,159;-9,479
"popular";-8,324;-15,037;-0,147;16,658;18,367;-0,464
"pergunta";2,064;-2,702;9,806;-0,961;0,3;-3,572
"participação";2,855;14,031;-3,143;-3,303;-2,267;-0,825
"ocupar";-0,138;-0,288;2,248;-0,113;4,903;-4,626
"marisa";35,526;-0,959;-0,126;-1,99;-1,715;-2,147
"tucano";-5,701;25,884;-3,835;-7,466;24,385;-12,728
"servir";-2,917;-12,839;1,411;30,124;-6,587;2,159
"secretaria";0,864;-0,066;-1,897;-4,782;30,103;-5,16
"saud";-8,121;166,988;-7,846;-10,104;-6,495;-13,379
"prédio";-1,492;-0,003;0,526;1,827;0,416;-1,932
"oposição";-6,972;-15,29;-6,69;-1,835;148,983;-0,83
"oferecer";-0,424;8,697;-0,349;0,022;-1,303;-1,466
"escrever";5,803;-1,379;-0,134;14,09;-8,976;-2,137
"definir";1,499;-2,374;-2,748;4,127;10,872;-8,729
"construir";-4,452;-1,561;-0,71;8,103;0,046;1,213
"bbc";-11,676;-16,184;-0,885;11,227;8,832;5,765
"teori";1,91;-2,27;26,75;-1,068;-2,574;-3,222
"ocasião";4,116;11,814;-5,61;-5,853;-0,425;-0,294
"intenção";-2,917;-2,506;-2,739;12,971;1,016;0,133
"funcionar";-5,543;13,247;-0,608;2,406;-2,793;-1,255
"esquerdo";-5,701;-17,759;0,47;152,808;-6,002;-12,728
"agosto";0,471;0,336;-7,279;0,047;-1,193;3,916
"mínimo";-0,294;-2,202;-0,002;0,479;13,396;-3,573
"minuto";-3,758;1,766;17,224;-11,1;-7,322;5,303
"abertura";1,33;0,335;-0,634;-1,343;-0,167;0,287
"médio";-4,518;-7,367;6,24;-0,484;0,004;10,864
"dito";-0,862;0,455;2,583;-1,957;1,945;-1,637
"disputa";-7,956;-4,625;-1,654;-0,148;58,635;-0,357
"dirceu";14,701;14,816;1,153;-13,002;-2,521;-14,03
"candidatura";-0,709;-14,993;-4,836;-5,316;198,682;-14,248
"cadeia";36,562;0,348;-2,254;-2,528;-1,575;-4,466
"antonio";-1,237;75,897;-8,167;-4,97;-0,703;-9,358
"ajuda";-10,166;7,446;0,326;-7,851;-2,034;11,855
"venda";-1,991;16,904;-0,618;-1,183;-0,087;-1,44
"praticar";37,296;0,955;-1,55;0;-8,12;-8,52
"legal";7,297;-2,431;-1,152;24,406;-3,876;-7,687
"homicídio";-0,454;0,439;0,025;-0,014;-0,502;0,262
"devido";2,749;-0,064;-5,61;17,595;-6,166;-0,778
"conhecimento";-0,136;54,031;-3,417;-0,678;-7,437;-7,687
"apurar";3,496;21,77;-4,504;-2,555;-0,783;-6,56
"aeroporto";-1,542;7,172;1,739;0,794;-3,606;-4,514
"reforçar";2,403;-3,525;-9,068;-0,215;-1,466;24,571
"prometer";-6,017;-0,392;-0,295;-6,035;-4,634;61,158
"olhar";-6,812;-3,31;121,399;-0,956;-2,647;-9,778
"linha";-3,196;-1,895;-0,29;0,006;0,009;12,113
"interno";-2,081;-0,001;-1,956;2,117;10,861;-3,448
"fechado";18,676;2,009;-1,559;-0,302;-3,14;-4,891
"dezembro";0,696;0,059;-5,768;-1,448;15,865;-1,883
"destinar";-0,252;33,075;-6,086;-2,83;-0,956;-1,226
"consequência";1,637;-12,808;-0,593;1,813;-0,861;9,15
"bancada";-7,956;-6,03;-5,763;-6,035;212,015;-13,162
"aprovação";-4,607;-0,104;-6,245;-0,054;58,185;-5,083
"agenda";-5,229;-8,021;-0,089;2,883;40,599;-4,284
"terceiro";6,124;-0,192;0,248;-3,894;-0,772;0,255
"protesto";-1,542;-6,298;0,003;-4,183;37,649;0,028
"papel";-1,529;-2,502;-2,319;30,974;-0,077;-0,83
"lima";-2,689;141,823;-5,457;-9,507;-10,169;-12,728
"ligar";-6,638;2,455;29,56;-3,144;-0,467;-3,748
"controlo";-0,029;-0,705;-3,362;9,166;-1,193;0,646
"comunicado";-7,791;-2,198;-3,976;-7,658;-4,481;113,652
"citado";-0,1;46,903;-0,061;-8,713;-3,727;-5,666
"armado";-4,762;-11,148;-0,878;-0,439;7,971;20,828
"ameaçar";-6,812;-8,954;-2,204;-2,695;-3,906;109,662
"zona";-1,277;-0,09;-0,303;-1,972;-0,016;11,246
"utilizar";-0,157;0,851;-1,343;1,225;-6,247;2,662
"série";-3,537;-0,017;-7,279;1,039;2,085;3,916
"significar";-5,543;-10,497;-2,376;42,348;-0,306;1,681
"relatório";1,869;-4,124;-3,007;-8,317;62,23;-3,748
"pessoal";-0,202;0,698;8,391;1,998;-2,996;-8,475
"gravar";-3,337;104,575;-0,346;-8,515;-9,302;-11,644
"gerar";-3,537;-1,426;1,42;6,896;3,485;-5,43
"financiamento";-0,682;13,149;-0,038;-0,29;-0,764;-3,013
"espécie";-2,561;23,916;0;2,406;-7,778;-8,103
"departamento";-3,479;34,637;-6,724;-4,95;-9,476;6,67
"atuação";0,683;3,418;-3,073;5,815;-3,443;-3,39
"ética";19,649;-3,957;-5,304;6,829;0,877;-10,188
"sugerir";1,549;2,568;-1,343;-0,188;-2,853;0,017
"procuradoria";0,356;61,153;-2,646;-7,982;-4,731;-8,614
"península";-11,34;-20,485;-11,024;-9,208;-11,73;296,651
"menor";-0,713;-0,062;-0,085;2,735;-0,167;0,006
"mal";-7,132;-16,851;44,612;9,854;-0,205;-2,953
"livre";-0,116;-4,331;-0,076;34,224;-4,227;-0,884
"junho";7,65;4,262;-2,787;-4,077;-1,763;-0,01
"influência";0,268;7,694;-0,967;-1,175;-3,579;0,027
"cúpula";-5,229;-3,525;-3,417;5,849;0,469;8,116
"cabral";55,492;18,19;-5,304;-11,594;-7,778;-12,511
"assad";-8,452;-14,398;-10,372;-10,502;-11,036;256,316
"presente";0,696;-0,192;8,902;-0,67;-2,853;-0,386
"motivo";1,215;-0,002;0,001;0,038;-1,575;-0,001
"integrante";0,067;-0,017;-1,964;-0,978;27,545;-7,409
"humano";-7,461;-14,941;-3,695;175,134;-9,995;-2,148
"garantia";-0,029;-6,83;-3,362;9,166;2,085;0,17
"estadual";7,65;-0,825;-1,481;-0,113;9,609;-8,83
"estabelecer";1,379;-4,815;-4,098;-0,012;25,886;-2,029
"escolher";-1,706;-2,506;19,682;0,042;1,975;-6,654
"delegado";15,575;-0,104;-0,252;-0,036;-0,344;-4,299
"baixo";-3,079;-1,801;0,782;-0,005;1,573;1,418
"vereador";-8,659;-5,309;-1,671;-2,986;152,478;-11,21
"suficiente";4,647;-11,148;-0,02;7,128;-5,027;1,726
"reduzir";-4,196;-4,932;0,117;2,612;0,439;3,339
"preventivo";122,469;-16,246;-6,564;-8,515;-7,097;3,818
"preocupação";-2,508;-0,5;0,315;3,843;-1,531;0,915
"pacífico";-8,783;-19,879;-8,489;-1,715;-11,383;215,538
"geddel";-4,145;116,301;-2,475;-9,786;-6,247;-10,561
"concordar";-0,1;-0,735;-3,279;-0,594;-2,397;25,646
"concluir";23,31;-0,261;-1,45;-1,574;-0,278;-1,108
"companhia";-0,834;6,571;0,319;0,054;-2,746;-1,435
"chapa";166,185;-0,269;-8,167;-12,801;-2,397;-13,813
"calheiros";-6,653;-1,463;-6,467;-5,757;148,075;-8,614
"bomba";-7,461;-5,298;-3,695;-5,489;-5,839;127,899
"vaccari";56,718;9,383;-3,362;-8,984;-7,745;-9,695
"stj";280,462;-11,148;-6,405;-10,589;-9,129;-11,427
"servidor";0;0,729;-0,668;-1,519;18,588;-9,046
"representante";-0,294;4,427;-3,217;-0,015;-2,159;1,635
"outubro";2,064;0;-6,245;-2,986;20,08;-2,327
"opção";-4,145;-12,24;-3,95;-2,523;-4,386;121,403
"gabinete";-4,652;4,181;1,341;-0,107;0,234;-2,137
"falso";-1,591;10,19;-2,606;1,998;-6,417;0,004
"discussão";-4,298;-12,539;0,716;0,424;44,787;-3,226
"depender";-0,495;-4,093;0,041;4,187;6,416;-2,719
"classe";-7,154;-12,923;-0,182;96,176;-5,234;-0,409
"anterior";4,601;-9,684;-0,482;1,398;0;0,915
"tensão";-10,334;-18,667;-10,046;-3,272;-10,689;236,559
"registro";15,141;-0,688;-1,956;0,296;0,81;-7,533
"provocar";-2,78;-12,539;-0,147;-0,242;-0,016;40,728
"pequeno";-0,813;-0,559;2,662;2,411;-0,921;-0,205
"pegar";-0,998;0,833;49,427;-3,144;-2,14;-11,427
"navio";-4,607;-8,788;-0,238;-0,961;-8,956;88,558
"manifestante";-2,323;-4,196;0,002;-2,787;36,207;-0,11
"investigador";-3,196;129,463;-6,405;-6,318;-9,129;-11,427
"esclarecer";6,999;1,214;0,041;0,752;-4,069;-7,835
"crédito";-5,652;38,288;-0,127;-2,823;-0,224;-5,083
"artigo";49,553;-14,039;-0,061;-0,594;0,558;-4,104
"antigo";-0,425;-0,458;3,073;-2,081;0,439;0,301
"vantagem";-1,942;65,735;-3,007;-1,968;-5,027;-7,066
"twitter";-3,91;-17,456;-0,608;1,433;-0,306;41,933
"salário";-3,154;3,904;0,059;-0,505;4,377;-4,083
"pronto";-5,073;-6,064;-0,061;-2,243;-0,613;51,713
"preparar";-2,689;-8,844;-2,498;-0,076;-0,364;49,631
"peemedebista";-5,167;28,441;-0,002;-6,541;3,803;-9,479
"obstrução";49,784;4,181;-4,522;-5,581;-4,812;-6,023
"livro";-5,386;-17,153;21,588;64,828;-9,822;-6,059
"desenvolver";-6,967;-9,639;-2,016;0,102;-5,351;80,348
"democrático";-2,185;-16,548;-6,724;75,342;0,133;-0,37
"conduzir";3,446;-4,404;-0,231;-0,782;-0,358;6,099
"audiência";63,058;-2,069;-0,038;-3,303;-1,254;-7,273
"tratado";-3,196;-5,559;-1,784;3,723;-0,467;17,662
"rápido";-4,452;-3,672;1,411;0,921;-4,706;16,368
"km";-4,196;-8,956;-2,366;-7,582;-4,396;125,497
"judicial";56,711;5,69;-3,802;-3,722;-8,264;-10,344
"foto";-2,78;-0,719;38,163;-7,723;-0,863;0,189
"eleger";-0,038;-0,064;-0,246;1,127;11,412;-10,617
"comandar";-3,479;13,234;-0,061;-4,95;5,186;-4,104
"apresentado";59,215;0,334;-4,504;-2,555;-1,763;-8,83
"admitir";3,647;-1,561;1,411;-0,86;-0,956;0,133
"visita";1,274;-2,304;-1,251;-5,561;-4,563;35,238
"sérgio";9,39;31,53;-3,655;-2,224;-8,091;-10,128
"sábado";3,045;-8,102;-2,343;-3,246;0,328;17,297
"permanecer";2,261;2,028;-2,646;-1,258;0,927;-1,621
"mp";-0,116;26,357;-3,802;-3,722;2,65;-10,344
"detalhe";-3,337;40,17;0,355;-4,771;-3,579;-3,926
"data";39,536;-5,879;-7,767;-0,581;0,16;-0,033
"cultura";-3,875;-10,812;23,355;29,161;-2,382;-7,749
"confiança";-3,688;0,711;-5,292;13,863;-0,093;-0,19
"conceder";5,45;-0,013;-0,928;3,273;-0,358;-5,504
"associação";15,575;-0,73;-1,32;-0,628;0,002;-0,809
"tender";-0,157;-3,233;-0,109;17,527;-0,224;-0,994
"soltar";4,202;0,782;4,531;-6,781;0;-5,083
"sindicato";0,839;-0,43;3,11;-0,014;0,006;-2,792
"provisório";2,895;2,208;-4,818;-2,88;14,179;-9,262
"oliveira";1,379;-0,261;-5,927;-9,987;75,652;-10,777
"meirelles";-6,31;-12,839;-6,086;-5,939;234,285;-10,994
