"";"banalfreq";"X.gr_01";"X.gr_02"
"alcance";85;-0,4991;0,4991
"faltar";44;0,6821;-0,6821
"cuidar";28;-0,3049;0,3049
"maranhão";11;-0,6668;0,6668
"criminalidade";13;0,2841;-0,2841
"especificamente";16;0,8366;-0,8366
"exploração";15;-0,9093;0,9093
"terrível";17;1,7754;-1,7754
"atirar";13;0,2841;-0,2841
"pdt";22;-1,3337;1,3337
"gasto";53;-1,1389;1,1389
"beneficiário";33;0,8877;-0,8877
"diante";110;-0,5069;0,5069
"quarta_feira";104;-1,8712;1,8712
"abrangente";11;-0,244;0,244
"notícia";119;1,2503;-1,2503
"descoberto";14;0,2509;-0,2509
"manutenção";25;-0,4557;0,4557
"dificultar";16;-0,97;0,97
"obrigação";23;-0,7464;0,7464
"fé";15;0,2219;-0,2219
"bendine";19;-1,1518;1,1518
"arquivar";22;0,4945;-0,4945
"tcu";30;-0,6353;0,6353
"organização";153;-1,0379;1,0379
"2009";55;-0,3836;0,3836
"resultar";32;-1,177;1,177
"posição";121;-1,7347;1,7347
"dispositivo";14;0,2509;-0,2509
"preso";279;1,9198;-1,9198
"presa";28;1,6375;-1,6375
"esquerdo";77;-1,6656;1,6656
"press";14;-0,3577;0,3577
"consumo";29;-1,7581;1,7581
"diminuir";33;-0,7503;0,7503
"socialista";16;1,3235;-1,3235
"cometer";111;0,7145;-0,7145
"leal";14;-0,8487;0,8487
"investir";28;-0,5614;0,5614
"pasta";39;-0,9938;0,9938
"injusto";16;-0,1854;0,1854
"cheio";19;0,3388;-0,3388
"sólido";15;0,2219;-0,2219
"lúcia";82;0,2944;-0,2944
"impactar";11;-0,6668;0,6668
"sério";40;1,1646;-1,1646
"gravidade";22;-0,3569;0,3569
"tasso";15;-0,3979;0,3979
"lúcio";54;0,5749;-0,5749
"série";71;-1,8901;1,8901
"punição";49;-0,267;0,267
"merkel";13;1,7099;-1,7099
"volume";15;-0,9093;0,9093
"fundo";99;-0,4562;0,4562
"providência";10;-0,2086;0,2086
"adiante";13;-0,3186;0,3186
"funaro";103;0,5788;-0,5788
"negociar";94;0,4702;-0,4702
"afastado";81;-0,4224;0,4224
"profundamente";14;0,2509;-0,2509
"exportador";15;-0,9093;0,9093
"picciani";14;-0,8487;0,8487
"branco";97;-0,4219;0,4219
"presença";58;-0,665;0,665
"assunto";181;-0,4804;0,4804
"oferecer";78;-0,7277;0,7277
"recibo";44;-1,2077;1,2077
"aposentadoria";43;-0,4884;0,4884
"perigo";15;0,2219;-0,2219
"homicídio";74;-0,6273;0,6273
"lima";72;-0,8075;0,8075
"identificação";20;0,5874;-0,5874
"percorrer";16;-0,1854;0,1854
