"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"razão";-0,616;34,968;-3,447;2,563;-4,145;-0,395;-3,106
"pensar";111,049;-10,606;-11,353;-7,202;-14,052;5,125;-1,658
"fernando";-10,848;-1,243;0,799;-10,11;41,239;20,139;-15,124
"comprar";-3,248;-12,222;2,257;-3,132;116,105;-11,67;-7,193
"prático";-0,592;12,466;-0,004;0,678;0,185;-5,242;-2,591
"procurar";4,599;-10,072;-0,192;-0,39;27,277;-4,694;-4,247
"mudar";46,002;-1,11;-8,949;-0,815;-8,08;0;0,001
"instituição";-0,244;-14,147;-1,577;124,405;-7,915;-3,357;-2,056
"favor";-4,345;4,779;-2,676;-8,433;31,615;4,202;-9,01
"total";-14,268;-4,061;-1,153;20,594;20,77;-4,912;-0,002
"suposto";-12,27;0,525;26,767;-15,88;35,507;-6,238;-3,206
"ouvir";2,888;-5,984;34,312;-5,897;0,785;-1,196;-9,902
"norte_coreano";-27,593;-14,696;-17,519;-18,51;-20,424;-14,119;777,831
"quinta_feira";-7,896;6,181;23,326;-11,939;-2,46;4,202;-0,404
"fase";-9,75;3,264;51,265;-4,859;0,626;-7,369;-1,886
"exterior";-6,031;-9,939;-7,189;-0,751;51,567;-4,586;15,727
"esquema";-19,519;0,646;22,388;-9,629;68,253;-7,615;-12,487
"donald";-20,78;-14,833;-17,683;-12,271;-20,614;-10,056;659,207
"discutir";-5,06;3,903;-1,01;-0,005;-11,425;49,859;-1,358
"chamar";13,511;-3,745;2,545;-13,411;-2,14;0,901;0,134
"autorizar";-5,235;-0,032;51,133;-1,478;0,765;-3,555;-5,687
"oficial";-7,852;-2,296;2,241;-1,659;15,331;-4,157;5,564
"negociação";-15,425;-11,95;-2,374;-0,345;8,175;0,11;48,518
"junto";-2,051;-2,568;7,777;0,732;11,962;-4,478;-5,326
"viver";152,988;-11,814;-12,347;-1,234;-11,068;-1,403;-4,026
"russo";-7,647;-13,461;-13,792;-14,678;-18,708;-10,755;529,164
"mercado";-0,165;-13,187;-7,753;114,114;-0,417;-1;-7,671
"diverso";-0,01;-0,859;-1,331;-1,08;33,309;-1,264;-3,807
"analisar";-7,695;107,579;0,008;-9,949;-9,853;2,197;-2,23
"vídeo";-0,01;-2,386;36,942;-3,573;0,318;-0,247;-8,205
"sexta_feira";1,125;-5,743;7,662;-14,506;-1,545;-0,156;16,025
"santo";-0,023;1,986;-1,027;-2,164;43,877;-5,197;-13,699
"reportagem";-4,046;-0,743;50,353;-3,334;4,166;-1,129;-11,78
"relatar";-7,495;-2,753;5,759;-11,607;118,122;-6,121;-12,628
"manifestar";-11,358;13,324;36,102;-3,694;-0,715;-1,333;-2,809
"homem";92,088;-5,503;-0,956;-5,332;-13,665;-3,737;0,004
"diálogo";-0,244;-8,112;17,317;-2,033;-15,162;-2,32;40,52
"determinar";-15,183;52,793;4,909;-7,819;-0,005;-0,064;-1,97
"destacar";-0,064;2,666;-1,176;0,566;0,872;-1,129;-0,947
"acompanhar";3,265;19,583;0;-2,756;-2,748;-2,414;-2,06
"rua";113,256;-11,407;-4,422;-2,608;-9,491;0,66;-9,666
"março";-3,563;0,254;58,14;-2,984;-6,617;-0,418;-0,762
"lourar";-23,474;-12,502;415,246;-13,477;-1,022;-12,011;-12,988
"lançar";-9,75;-9,672;-12,187;-13,072;-12,764;0,165;324,389
"gravação";-12,386;3,782;207,355;-12,565;-2,425;-12,932;-13,984
"comando";-0,215;-3,79;18,105;-3,692;-11,119;0,19;11,236
"agência";-3,247;-5,984;0,112;-0,188;-16,579;-8,905;147,535
"unidade";-8,904;-4,909;-1,967;16,958;13,301;-1,289;-0,003
"povo";89,143;-10,727;-13,143;-8,199;-13,478;8,659;-0,045
"plano";-1,776;-6,962;-11,07;38,443;-6,457;1,759;6,824
"noite";16,476;-2,476;0,684;-13,072;-9,164;2,736;1,83
"jornal";0,179;-10,184;31,405;-4,641;0,579;-6,032;0,339
"incluir";-9,75;-1,604;-3,111;1,399;-0,001;0,009;31,281
"avaliar";-3,398;-9,539;0;3,229;-10,711;68,607;-1,078
"assinar";-2,949;-0,9;-0,051;-2,533;1,653;25,739;-1,883
"íntegro";-18,262;8,296;112,399;-10,616;0,011;-5,426;-9,764
"obra";-0,501;-11,134;-13,63;0,636;133,494;-3,946;-13,842
"maneira";23,059;-6,227;-6,903;-2,689;-3,749;-0,048;12,06
"ideia";35,299;-4,228;-11,388;16,216;-16,011;-0,13;-1,481
"fossar";0,157;0,857;-1,331;-1,08;7,599;-2,067;-0,539
"certo";32,347;-4,228;-6,196;2,931;-8,311;-3,841;0,915
"causa";16,744;-3,131;-4,945;1,179;0,182;-0,156;-4,734
"votação";-18,948;-3,79;-10,751;-9,631;-15,253;498,274;-10,933
"uscifrão";-17,947;-3,644;-8,695;46,363;43,243;-10,434;-1,713
"resultado";-0,002;-0,168;-9,174;31,534;-6,457;5,272;-3,169
"resposta";0,167;-5,503;-2,468;-0,075;-2,99;-5,083;61,881
"ganhar";5,113;-3,232;-5,076;0,032;-12,214;18,672;0,759
"usado";-0,023;-5,623;-2,572;0,07;21,778;-3,841;0,417
"segunda_feira";-13,978;5,314;4,756;-3,216;-4,316;6,099;3,388
"roberto";-8,247;43,461;-0,414;-11,89;31,944;-1,586;-13,415
"preciso";21,134;-3,131;-4,945;6,376;-5,55;2,295;-9,626
"passivo";-23,067;170,811;24,855;-12,734;-1,736;-10,886;-14,127
"fiscal";-22,811;-11,27;0,447;22,682;35,002;0,271;-13,984
"terça_feira";-4,766;-0,028;0,573;-4,202;0,566;2,431;3,565
"rocha";-11,597;-11,955;331,826;-12,792;-2,059;-7,385;-12,419
"financeiro";-14,458;-10,32;-1,285;49,327;38,014;-7,89;-7,009
"diferente";14,666;-2,45;-5,365;8,546;-3,373;-2,147;-0,144
"sentido";1,989;0;-2,064;1,902;-1,022;-0,703;0,049
"quarta_feira";-4,592;4,357;1,947;-4,073;-0,785;8,355;-0,314
"lugar";35,119;-6,456;-2,914;0,285;-0,942;-0,648;-2,759
"julgar";-5,563;270,936;-5,917;-2,869;-15,632;-0,877;-13,415
"alto";-0,875;-0,391;-0,69;45,242;-5,983;-4,631;0,049
"tentativa";-3,406;-0,008;8,614;-1,964;-1,274;0,001;3,939
"prefeito";0,05;-0,001;-4,555;-0,011;-6,314;74,391;-11,993
"notícia";13,57;-5,146;-0,321;-6,313;-7,637;-0,759;24,378
"acesso";-6,051;-0,837;14,26;19,507;0,579;-7,763;-8,661
"revelar";-8,459;-1,165;16,526;-0,731;19,838;-3,737;-3,273
"judiciário";3,265;58,143;-7,309;-0,606;-11,301;1,879;-13,272
"exercício";-5,194;2,534;-2,163;-2,644;-13,105;-6,273;120,162
"central";-1,098;-5,345;-4,831;58,949;-1,862;1,303;-3,837
"busca";-3,912;-6,582;89,689;-1,676;-1,022;-4,631;-0,173
"aéreo";-4,651;-8,082;-0,201;-1,492;-16,994;-7,637;209,763
"atividade";-3,107;-0,198;-0,902;3,783;-1,213;-0,447;11,416
"aliado";-5,378;-6,835;-5,778;-1,867;-6,299;7,131;92,227
"água";0,079;-11,407;-11,362;153,029;-13,552;-10,959;0,313
"turma";-11,833;356,455;-1,05;-12,963;-14,497;-3,024;-12,561
"tema";-0,875;0,119;-8,712;1,902;-10,937;45,097;-0,173
"regra";-6,791;1,372;-12,009;21,373;-10,212;44,669;-4,931
"plenário";-14,458;42,122;-0,69;-15,747;-12,918;127,992;-12,988
"europeu";-14,02;-11,134;-13,273;248,252;-13,175;-8,543;2,762
"capital";8,288;-0,883;-0,013;16,962;-7,387;-3,533;-4,206
"órgão";-1,542;2,534;20,76;13,635;-7,637;-8,016;-8,936
"uso";0,179;-4,909;0,015;0,693;0,034;-3,224;4,775
"representar";0,004;1,983;-1,242;0,371;-3,397;-3,641;8,718
"palavra";10,465;-0,391;1,664;-6,165;0,18;-4,631;-0,173
"negócio";-2,801;-12,365;-6,869;12,395;28,931;0,266;-3,926
"demonstrar";-2,122;0,984;4,836;-2,533;0,019;-3,325;3,296
"valer";-0,01;1,853;-0,034;6,889;-14,875;2,269;-1,04
"paraná";-5,986;1,043;75,242;-8,169;0,678;-2,536;-11,85
"manhã";-0,002;-0,499;29,47;-8,33;-4,902;2,108;-0,657
"imagem";21,052;-2,172;-1,683;-7,105;-2,987;-1,079;8,962
"forte";15,534;-7,556;-6,143;12,508;-16,234;0,149;0,643
"denunciar";-11,597;-0,023;97,087;-5,578;0,106;-4,186;-3,59
"democracia";27,087;-2,081;-9,799;22,031;-14,119;-2,826;-0,778
"cometer";-2,513;64,483;1,28;-4,37;-1,395;-4,297;-2,559
"acrescentar";0,328;0,093;-1,368;-0,022;-6,14;0,012;9,211
"tse";-12,07;173,669;-1,87;-9,142;2,828;-5,912;-12,703
"setembro";-7,409;5,461;6,542;-4,641;-0,155;-1,289;4,775
"sentença";-19,992;290,419;-12,009;-10,712;5,664;-11,485;-12,419
"saúde";21,109;-8,426;-10,393;73,977;-10,321;-3,109;-10,999
"reunir";1,88;-0,45;-3,189;2,229;-6,151;1,337;0,798
"responsabilidade";-2,372;0,26;-8,099;13,779;-4,088;11,062;-0,349
"privilegiado";-11,833;69,872;15,237;-7,26;-10,393;3,739;-12,561
"prazo";-6,386;15,521;-2,367;17,231;-2,737;0,526;-6,223
"onu";-17,934;-12,091;-14,414;-5,724;-14,497;-9,452;500,916
"jong_un";-22,703;-12,091;-14,414;-15,229;-16,804;-11,616;639,977
"falta";0,192;2,556;-2,367;28,941;-9,851;-0,401;-4,687
"análise";-3,264;26,408;-1,683;-0,711;-2,987;11,062;-3,59
"secretário";-5,665;-6,205;0,043;-0,078;-4,23;-0,163;65,971
"retirar";-2,235;-2,081;2,378;-1,23;-0,047;5,62;0,573
"químico";-18,713;-11,271;-9,167;-8,008;-15,663;-10,828;502,257
"professor";49,257;-5,334;-9,01;2,567;-11,061;-1,402;-0,001
"mundial";0,263;-8,696;-10,715;42,128;-15,093;-1,25;17,289
"lançamento";-10,892;-9,371;-9,483;-14,54;-16,043;-8,932;472,396
"futuro";1,404;-0,605;-7,946;5,064;-8,249;11,449;-0,051
"desenvolvimento";-10,537;-12,365;-6,869;155,779;-3,373;-6,032;1,497
"balístico";-22,446;-11,955;-14,251;-15,057;-16,614;-11,485;632,733
"publicar";1,206;0;5,451;-0,138;-6,151;-0,316;-0,012
"doação";-10,424;-9,101;-2,055;-8,008;236,444;-5,079;-11,708
"curitiba";-18,969;156,883;17,949;-12,108;-1,635;-8,802;-11,85
"buscar";-0,068;-0,717;0,043;3,369;-1,395;-1,974;2,693
"sanção";-18,713;-7,163;-13,436;-11,937;-13,363;-6,756;487,332
"obter";-13,239;0,048;11,635;-2,959;32,336;-7,259;-1,463
"membro";-0,347;8,961;-0,763;-1,066;-6,314;0,591;3,392
"liberdade";4,206;48,11;0,043;0,001;-9,132;-10,697;-9,385
"japão";-16,415;-11,271;-13,436;-6,336;-15,663;-6,756;472,633
"carlos";-8,251;0,26;11,215;-5,578;10,63;3,932;-12,419
"bndes";-20,135;-6,641;-0,924;56,837;44,435;-10,303;-11,14
"troca";-6,588;-4,442;2,378;-5,433;39,397;-4,076;1,176
"trazer";14,047;-1,903;-1,413;0,675;-1,04;-0,066;-2,172
"imposto";-5,532;1,221;-4,588;39,479;1,009;-5,76;-2,213
"impedir";-0,179;4,906;7,773;-4,103;-11,988;1,843;0,01
"gestão";-0,577;-3,983;-0,633;65,816;-9,311;0,028;-3,043
"fundo";-6,972;-5,334;-7,187;52,762;11,293;-0,7;-5,704
"edson";-22,446;1,372;343,206;-15,057;-14,308;-9,322;-12,419
"desembargador";-8,952;398,767;-9,325;-12,108;-6,151;-8,802;-11,85
"conversar";0,682;-1,815;4,072;-1,701;-0,006;-1,56;0,798
"benefício";-16,668;4,146;12,979;-0,987;22,348;-6,882;-5,963
"volta";26,396;0,278;-2,895;-3,349;-5,701;0,076;-0,442
"mão";36,079;-1,018;-5,855;-0,466;-9,491;0,016;0,051
"mensagem";6,41;-9,101;-5,712;-9,875;15,186;0,028;1,626
"manifestação";19,284;0,86;0,601;-5,011;-5,96;0,426;-6,867
"funaro";-18,853;-7,887;129,806;-10,402;18,148;-4,033;-10,431
"estatal";-11,788;-5,21;-0,513;20,304;1,661;-3,426;7,466
"aumentar";-4,91;0,951;-9,483;26,491;-9,671;-0,357;12,246
"abrir";2,961;-0,013;4,687;0,523;-2,862;-2,826;-2,363
"quarto";-1,353;0,747;-3,899;-4,437;-1,245;23,681;2,03
"procurador_geral";-21,675;-1,903;384,502;-12,279;-11,617;-7,007;-11,993
"henrique";-14,516;-4,097;17,949;-14,368;0,05;94,985;-11,85
"branco";0,628;-0,755;-10,715;0,194;-7,045;-8,284;73,959
"solicitar";-12,029;0,008;3,277;-1,509;67,624;-6,631;-9,385
"quinto";-8,952;0,466;4,072;-3,709;-7,731;4,783;15,168
"listar";-12,046;-5,993;40,065;-0,061;1,127;-0,032;-0,553
"irmão";-4,726;-4,097;188,945;-12,108;-0,006;-6,882;-11,85
"especial";-5,202;-0,273;23,476;1,161;-8,773;4,203;-2,724
"cair";0,328;-1,397;-8,538;5,82;-6,875;-1,176;24,148
"respeito";18,136;-0,065;-0,013;-0,081;-1,436;-0,7;-5,704
"investimento";-14,02;-11,134;-7,187;108,348;9,343;-3,533;-4,206
"função";-5,591;27,29;0,719;-0,359;-2,257;6,974;-11,566
"cidadão";28,757;-0,883;-5,57;19,651;-15,473;-0,7;-7,431
"campo";14,03;-6,511;-10,393;-1,15;18,19;0,141;-6,887
"avião";31,677;-9,904;-3,017;2,151;-11,479;-9,515;10,425
"amigo";30,644;-1,239;-1,471;-8,875;7,695;-1,89;-8,683
"abril";-9,036;0,09;0,195;-1,065;-2,611;3,438;16,144
"pretender";2,447;2,271;-1,854;-0,763;-5,667;0,062;1,888
"f";-15,658;-10,861;114,288;-11,425;10,186;-6,381;-0,391
"exército";3,393;-10,997;-8,852;-0,763;-10,876;-0,642;90,707
"assessoria";-6,141;-3,421;74,218;-4,16;4,343;-1,103;-10,999
"aceitar";-0,144;0,224;0,064;-2,27;-0,725;-0,01;5,726
"solução";2,881;-4,965;-8,538;5,82;-6,875;0,111;10,207
"seguinte";0,402;-4,843;11,245;-5,579;-0,519;4,656;-0,8
"recorrer";-14,02;261,849;-1,954;-6,183;-5,827;-10,697;-1,893
"reconhecer";0,123;1,715;-0,352;-0,562;2,134;0,536;-6,887
"médico";7,094;-1,176;-10,669;85,661;-8,12;-6,477;-9,297
"mendes";-15,405;242,175;1,759;-9,207;-14,903;-1,176;-11,14
"difícil";7,155;-8,831;-7,036;6,798;-8,952;-0,204;11,639
"sede";-5,01;0,316;-0,095;-3,072;44,435;-2,07;-2,62
"ressaltar";-9,496;0,046;3,919;0,657;5,436;-1,176;-0,867
"ilícito";-15,405;11,243;-0,403;-3,072;78,026;-8,154;-8,964
"especialista";-0,53;-10,451;-12,458;0,837;-14,524;-1,89;153,152
"criticar";-1,946;9,025;-3,77;-7,366;-8,595;21,006;6,286
"agricultura";-8,352;-7,887;53,911;25,496;-1,385;-7,507;-8,263
"abuso";-1,24;56,835;0;-9,207;-6,875;6,041;-5,319
"trabalhador";17,913;-3,92;-2,636;0,892;-0,647;0,154;-4,073
"registrar";-0,048;-4,239;0,412;37,598;-0,24;-5,513;-4,558
"produto";-8,125;-5,864;-1,118;163,745;-3,162;-9,515;-3,159
"neto";-9,266;58,194;-8,381;-7,206;3,141;8,241;-6,887
"negociar";-6,347;-4,965;0;0,029;10,63;-0,141;3,311
"eventual";-7,624;34,496;0,522;-1,15;-5,189;8,241;-5,191
"domingo";-0,925;-6,252;20,147;-3,885;-12,044;-0,963;34,102
"contrário";11,678;1,221;-6,137;-2,584;-7,884;27,387;-8,403
"contato";-1,813;-2,246;28,371;-1,945;13,263;-3,109;-10,999
"administração";-13,031;-0,198;-1,564;22,389;1,321;-1,103;0,698
"sofrer";14,648;0,09;-0,048;0,071;-8,239;-0,089;-2,414
"saída";-0,117;-2,559;-1,644;-1,159;-8,851;31,715;5,458
"presidencial";-2,504;-3,311;-10,232;-8,875;-0,002;117,143;-0,026
"fechar";-8,807;-4,6;23,248;0,412;6,382;-1,802;-2,313
"fazenda";-5,734;-8,156;0,241;-6,887;14,355;53,643;-10,715
"conjunto";-1,317;-0,418;0,862;-0,061;-3,3;-0,296;15,006
"caber";-10,591;61,029;-0,031;-0,983;-3,581;5,147;-6,617
"vítima";3,364;-2,15;7,611;0,349;-10,137;-7,895;3,719
"vista";20,896;13,038;-7,91;-0,086;-4,719;-0,895;-6,482
"trf_4";-16,67;478,132;-7,91;-10,573;-14,144;-7,637;-10,573
"trecho";-5,332;-1,869;87,757;-8,377;2,895;-1,629;-10,431
"tirar";42,32;-4,239;-1,952;0,018;-9,401;0,053;-2,016
"referência";-4,259;-6,122;-0,017;13,344;0,136;-5,76;9,604
"privado";-1,916;-2,25;-6,666;59,984;4,661;-3,244;-9,439
"morto";12,828;-2,876;-3,017;-0,284;-9,401;-0,764;15,555
"jurídico";0,484;17,527;7,611;-1,84;-0,978;-4,378;-10,857
"grave";-0,01;4,505;-0,031;17,933;-8,061;-0,385;-6,617
"funcionário";3,34;-4,239;-1,118;0,218;11,383;-3,918;-2,016
"exigir";-2,21;-1,087;-1,29;8,972;-0,813;-0,048;4,164
"dúvida";3,117;-0,198;0,155;-4,16;-1,804;-0,114;3,511
"aberto";-1,558;-4,6;7,969;-0,114;-0,894;0,679;1,646
"participação";-7,228;-0,2;2,412;-0,478;21,829;-2,199;-0,831
"fevereiro";-4,259;-0,107;-0,216;-3,75;5,177;9,317;-0,006
"definir";0;1,335;-7,754;0,007;0,01;17,745;-6,347
"conhecer";12,231;-5,094;0,931;-1,681;4,661;-4,777;-3,813
"bbc";1,904;-9,631;-9,265;-1,25;-11,103;35,078;13,879
"tv";-1,404;-3,763;10,894;-5,785;1,06;0,624;0,313
"resolver";1,718;-5,735;-2,895;-0,238;-0,196;-0,702;19,144
"pesquisa";-0,026;-7,618;-11,645;34,657;-7,354;34,095;-6,078
"legislativo";-0,409;-0,238;-0,875;-3,087;-5,371;102,933;-9,864
"estudo";-1,317;-10,041;-11,97;100,283;-7,707;-7,507;10,007
"alcance";-16,16;-0,369;-9,587;-6,412;-13,765;-3,918;307,379
"washington";-11,556;-9,768;-11,645;-10,062;-13,575;-9,384;453,584
"sigilo";-10,823;-1,425;128,582;-5,785;1,852;-8,991;-7,564
"secretaria";3,588;-1,95;8,714;-0,211;-12,059;11,599;-9,014
"pinheiro";-10,336;-2,25;-6,666;-11,444;243,349;-6,605;-9,439
"maio";-1,928;-0,369;16,327;0,018;-4,41;0,359;-0,12
"magistrado";-11,801;214,024;-0,142;-3,481;-5,867;-3,918;-10,289
"apoiar";-7,006;-7,081;-3,638;-4,11;-6,653;29,368;58,476
"ricardo";-13,142;4,43;89,783;-7,716;0;-2,297;-9,864
"porto";4,813;27,838;-0,455;-2,233;-1,19;-5,389;-4,433
"necessidade";-0,026;0,026;0,124;6,41;-4,258;0,076;-1,051
"marisa";-15,141;-5,35;-11,157;-11,787;333,023;-8,991;-9,722
"marcar";3,057;15,657;-0,875;-4,398;-1,772;0,133;-2,823
"frigorífico";-18,597;-9,904;165,819;0,218;0,226;-9,515;-10,289
"ex_deputado";-18,853;5,002;162,398;-10,402;-3,3;-2,697;-10,431
"enfrentar";-0,562;-7,618;-11,645;98,274;-13,575;-1,461;3,441
"candidatura";-8,235;0,195;-8,462;-3,826;-10,164;233,249;-9,297
"atender";-0,984;0,889;-0,953;0,055;17,445;-1,379;-5,944
"agente";-1,051;3,869;7,886;-0,308;1,471;-6,477;-3,691
"abertura";-7,451;-3,881;71,138;0,39;-2,755;-3,579;-0,342
"termo";-7,451;-0,014;6,426;13,595;-1,005;-1,298;-0,902
"santana";-17,572;-7,215;-3,772;-11,787;309,29;-8,991;-9,722
"perguntar";8,982;-9,904;13,696;-8,211;7,452;-2,596;-8,123
"opinião";2,356;-0,06;-0,515;4,549;-5,867;0,053;-0,496
"ocasião";-13,393;0,33;9,977;-0,608;3,577;-1,379;0,214
"luta";61,229;-4,713;-4,527;-2,332;-9,789;-2,915;2,493
"esquerdo";133,755;-3,96;-9,369;-1,634;-6,672;-3,693;-8,165
"bolsonaro";-2,06;-0,165;-10,994;-7,386;-12,817;259,365;-9,58
"vender";-0,515;-8,949;-2,19;51,169;0,287;-1,912;-2,388
"venda";-8,935;-9,359;-5,251;7,482;86,641;-5,021;-4,059
"gilmar";-7,675;280,882;-0,953;-9,892;-13,385;-2,396;-10,006
"direto";-0,09;-0,658;-3,818;-0,337;0,061;0,255;9,491
"comentar";-2,511;-2,664;2,061;-9,892;3,577;16,444;-0,391
"cara";81,521;-4,461;-1,748;-4,706;-2,794;-4,171;-1,97
"agosto";-1,165;-0,133;-0,206;-2,703;6,224;-0,42;3,164
"afastado";-7,228;0,451;136,631;-9,552;-8,668;-0,12;-7,564
"tucano";-8,935;-0,2;25,484;-11,787;-0,916;46,951;-9,722
"real";-8,701;-2,352;-0,022;4,473;7,604;-4,899;4,371
"pergunta";2,539;-0,165;3,862;-7,386;-0,06;0,705;-1,545
"oposição";-3,793;-6,813;-1,26;-0,819;-12,438;121,26;0,112
"oferecer";-1,283;-3,646;7,125;14,752;-0,831;-1,142;-2,604
"mouro";-13,142;-2,559;-0,875;-11,959;218,423;-6,991;-9,864
"lúcia";-3,538;126,383;6,098;-7,881;-5,535;-7,12;-10,006
"ilegal";-3,978;11,709;-0,206;-3,968;17,431;-6,605;-0,212
"funcionar";-1,404;-7,215;-6,976;26,359;11,206;-3,467;-0,296
"estratégia";-2,358;-2,559;-0,875;5,411;-3,955;11,388;0,767
"cármen";-3,538;126,383;9,977;-6,098;-13,385;-5,266;-10,006
"chinês";-11,891;-8,813;-10,506;-0,741;-12,248;-8,467;330,818
"caminho";-0,881;-3,881;-0,346;22,164;-8,851;-1,298;9,403
"beneficiar";-4,741;0,043;-1,745;-0,608;37,645;-0,003;-4,308
"agenda";1,489;-3,763;-0,798;0,113;-10,727;37,141;-1,637
"prédio";51,315;-5,213;-6,544;-1,209;4,197;-4,942;-7,599
"nação";-0,881;-7,349;-7,131;0,931;-8,851;-5,144;123,189
"conhecimento";-5,494;-0,001;3,862;-1,788;41,301;-6,734;-5,543
"antonio";-7,228;-0,2;-0,296;-5,785;80,586;-0,526;-5,677
"saud";-12,141;-6,813;173,464;-11,272;3,572;-6,477;-9,297
"ocupar";11,937;-1,95;2,252;-2,332;-1,137;0,426;-5,012
"mal";56,442;-6,545;-4,527;-0,011;-9,789;0,067;-1,196
"financiamento";-5,697;-6,278;-10,019;88,287;6,347;-2,699;-6,589
"disputa";-3,793;-3,412;-3,375;-3,826;-8,12;112,88;1,18
"dado";-1,776;-4,967;-2,19;56,304;3,572;-8,598;-3,691
"crítica";-0,027;-0,133;-0,654;-5,474;-8,303;49,578;0,082
"comunicado";-10,093;-6,813;-0,003;-7,058;-0,67;-3,134;143,743
"atuação";-0,123;1,585;21,899;-1,473;-0,008;-6,348;-3,57
"apurar";-8,935;-5,35;98,83;-5,785;7,211;-3,467;-9,722
"aprovação";-4,882;-3,297;-3,244;0,818;-0,008;58,185;-3,57
"tarde";0,559;0,002;2,285;-7,688;-1,297;4,878;-0,204
"série";-2,369;-4,713;-4,527;0,928;4,111;2,071;2,493
"popular";37,774;-6,227;-7,424;-5,67;-8,654;20,319;-0,553
"equipa";-0,002;-3,297;0;2,594;-0,594;0,045;0,581
"devido";-0,168;3,869;0,094;0,247;0,287;-3,134;-1,367
"destinar";-8,235;-4,967;-4,815;-0,042;93,633;-1,912;-1,367
"controlo";-6,346;-0,077;-0,52;38,439;-2,111;-1,819;0,147
"construir";5,184;-3,529;-8,623;-0,9;8,014;0,015;-0,008
"aparecer";1,805;-4,587;0,692;-3,406;7,791;0,494;-4,88
"sr";9,023;-2,954;0,271;-1,177;-1,748;5,536;-4,749
"protesto";14,155;-0,972;-1,553;-0,684;-6,013;1,675;0,001
"interno";-2,213;-3,067;-0,07;36,513;-4,241;3,581;-4,88
"homicídio";-2,231;-3,836;-9,207;191,538;-10,734;-5,324;-4,096
"dito";0,671;0,004;1,044;-7,058;-0,02;1,765;-0,174
"dezembro";-3,427;0,023;-4,527;0,369;4,111;9,074;-2,176
"consequência";0,262;3,869;-6,511;-0,819;-6,305;-0,049;16,762
"atacar";-3,427;-3,182;-1,966;-6,731;-7,756;0,067;123,715
"anterior";-1,639;2,701;-6,357;5,367;-3,219;0,986;1,302
"reforçar";-5,697;1,073;-0,047;0,13;-0,947;-2,699;19,484
"mínimo";-3,248;-0,036;-7,981;40,975;-2,934;7,21;-4,88
"morrer";57,281;-6,144;-2,733;-4,554;-1,632;-7,943;1,877
"lima";-8,407;-5,877;153,838;-10,071;2,815;-7,682;-8,306
"junho";-7,772;13,24;16,326;-6,731;-0,143;-0,848;-0,109
"garantia";-5,697;-0,021;-7,821;42,312;-4,083;0,569;0,287
"estabelecer";-2,69;7,452;-8,462;3,602;-1,338;8,282;-1,367
"escrever";9,34;5,818;-0,52;-5,165;-0,594;-4,534;0
"companhia";-7,083;-8,268;-0,028;154,758;-2,655;-7,943;-6,45
"combate";12,572;-6,411;-0,07;0,093;-9,602;-0,008;2,685
"capaz";-0,437;-2,049;-10,506;-0,024;-9,977;-1,819;112,612
"aeroporto";1,157;-3,96;-2,362;64,997;-0,605;-7,551;-8,165
"utilizar";-1,013;0,121;-0,749;2,482;1,57;-7,812;2,044
"teori";0,218;42,83;17,698;-8,364;-7,394;-5,963;-8,731
"representante";-0,901;0;-0,004;-0,337;0,365;-0,099;2,222
"pai";39,56;-0,796;-1,642;-3,132;-0,049;-2,592;-3,09
"livre";27,286;-4,461;-4,241;3,263;-4,083;-4,171;0,022
"legal";-13,869;1,729;0,601;54,27;-1,988;-2,915;-5,012
"gravar";-5,912;-4,587;250,427;-6,567;-7,575;-8,205;-8,872
"departamento";-7,311;-2,954;-0,342;-0,524;36,141;-5,963;4,356
"concordar";-4,681;0,023;-1,966;-0,011;-0,143;-0,848;29,121
"ética";-3,072;11,537;1,583;0,521;-4,083;2,414;-6,589
"vereador";-1,774;-6,499;-3,787;0,695;-2,012;95,165;-6,751
"procuradoria";-11,642;-0,387;153,405;-10,929;0,426;-6,22;-9,014
"outubro";-13,869;0,86;0,17;-3,545;0,993;28,861;-1,196
"médio";-2,061;-6,278;-7,821;69,087;-9,415;-0,712;6,125
"menor";-3,072;-1,756;-0,047;69,087;-7,394;-2,699;-0,394
"ligar";33,038;-4,587;-0,398;-6,567;0,508;-0,779;-2,072
"intenção";-5,483;-1,661;-0,828;2,279;0,233;4,062;0,959
"humano";60,225;-4,461;-7,821;4,699;-11,68;-8,074;-0,058
"estadual";0,029;2,692;-0,007;-0,047;-2,572;9,415;-7,317
"discussão";0,001;-0,166;-7,342;1,618;-6,852;44,197;-2,854
"bancada";-8,886;-8,268;0,899;-8,195;-9,228;234,341;-8,589
"tratado";-0,179;-0,245;-1,642;-0,458;-9,228;-2,592;64,269
"território";-7,311;-6,278;-7,821;-0,524;-11,68;-8,074;257,573
"reduzir";-3,072;-4,461;-7,821;102,394;-7,394;-0,712;0,022
"praticar";-1,766;51,081;-1,538;-2,996;2,585;-3,932;-4,486
"olhar";72,718;-8,268;-2,733;-1,975;-0,856;-1,457;-4,617
"linha";-0,011;-0,796;-1,642;1,312;-2,655;0;8,608
"integrante";-0,272;8,581;-0,785;-3,222;-3,94;27,551;-5,206
"gabinete";2,012;-2,954;46,066;-8,364;-1,748;-0,197;-4,749
"dirceu";-1,251;53,75;-1,748;-8,364;4,71;-0,712;-8,731
"depender";-0,794;-0,132;-2,362;12,807;-3,463;9,21;-2,738
