"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"roberto";19,87;1,29;-7,312;-1,404;4,725;-13,341
"razão";27,54;-9,632;0,866;1,985;-1,857;-5,423
"maneira";-12,967;-9,131;0,535;20,334;0,066;2,153
"fernando";-1,221;29,72;-4,141;-6,236;15,668;-19,199
"curitiba";215,928;0,506;-12,797;-10,078;-13,47;-19,852
"compra";-0,231;104,51;-6,223;-9,508;-7,049;-9,741
"rocha";-6,468;84,01;-5,09;-1,654;-2,774;-8,373
"ouvir";-1,273;6,63;-0,02;3,912;-0,038;-11,215
"manifestar";10,106;-0,078;0,594;-5,414;0,008;-1,53
"lançamento";-15,92;-30,292;-10,242;-17,192;-16,392;416,83
"centro";-6,785;-4,426;3,689;-1,022;3,624;4,262
"causa";-0,012;-2,901;17,267;0,092;-0,037;-4,37
"aéreo";-13,823;-15,591;-11,136;-5,322;-11,93;265,856
"alto";-0,772;-0,488;2,3;-0,136;-1,673;2,791
"valer";1,249;-2,951;0,006;-0,172;5,496;-0,957
"santo";7,801;36,895;-2,542;-1,329;-6,632;-18,33
"rua";-11,476;-9,715;11,449;35,451;1,877;-12,513
"reportagem";-1,651;59,211;-0,932;-3,189;-1,832;-12,061
"químico";-14,411;-18,442;-18,765;-17,872;-17,123;405,706
"privilegiado";0,602;-0,704;-0,107;-0,999;26,343;-10,746
"prefeito";-6,279;-4,929;-0,263;6,596;54,429;-15,941
"fase";23,865;12,016;-4,367;-3,858;-7,837;-3,522
"exercício";-0,703;-27,086;-2,211;-6,391;-5,859;157,307
"balístico";-18,536;-33,473;-20,851;-19,859;-19,027;524,416
"aliado";-12,472;-11,406;-5,898;-5,249;3,254;95,308
"julgar";216,35;-26,175;0,012;-7,486;-1,223;-18,764
"certo";-8,443;-16,166;23,579;20,709;-5,743;0,17
"resposta";-6,264;-7,042;-0,064;0,611;-8,188;54,372
"palavra";3,194;-0,285;2,583;0,401;-4,767;-1,34
"ideia";-7,07;-24,53;134,936;-1,097;-0,38;-2,65
"fiscal";-11,74;106,829;-4,662;-7,001;0,32;-18,112
"financeiro";-8,919;60,055;-0,256;-1,113;-3,958;-6,306
"quinta_feira";10,649;-0,577;-8,395;-4,492;9,97;-0,098
"negociação";-8,145;2,575;-4,962;-9,055;0,026;31,806
"lugar";-4,431;-10,534;6,297;32,265;-1,336;-1,31
"exército";-12,574;-19,502;-0,077;-1,706;-4,359;133,253
"edson";8,441;0,953;-1,488;-1,417;-0,026;-1,713
"determinar";122,251;-4,584;-6,612;-11,641;-0,179;-2,936
"passivo";308,297;-6,237;-13,852;-10,929;-8,368;-15,941
"assinar";0,73;0,027;-1,194;-6,36;30,751;-7,181
"sexta_feira";-1,222;0,962;-5,88;-3,894;-0,208;20,392
"representar";0,82;-4,792;-0,548;0,97;-2,043;7,242
"obra";-6,626;54,931;-2,054;0,599;-2,446;-13,99
"manhã";0,307;-5,745;-8,958;-1,2;7,202;12,554
"cometer";11,992;-1,357;0;0,025;-0,003;-3,976
"avaliar";-7,674;-5,65;-0,094;-2,858;71,206;-0,577
"abrir";0,43;1,495;10,656;-0,251;-4,992;-6,405
"água";-9,302;-9,88;-0,082;29,853;-7,342;15,325
"unidade";-0,629;2,393;0,152;-5,964;-0,228;1,901
"estatal";-1,184;1,567;-4,18;-2,552;-3,339;22,588
"discutir";0,026;-4,378;-0,279;-4,695;49,909;-3,342
"uscifrão";-2,9;76,875;-7,291;-4,958;-8,692;-0,536
"sentença";416,312;-11,855;-14,565;-11,672;-15,396;-19,417
"resultado";-1,851;-12,47;41,017;-1,504;4,404;-3,08
"mão";-1,509;-8,664;4,24;12,131;-0,003;-0,649
"março";3,616;17,333;-9,329;-5,08;-0,519;-0,414
"denunciar";33,6;4,905;-4,804;-1,954;-7,213;-3,489
"plenário";-0,101;-18,494;-13,098;-0,719;203,129;-15,073
"jornalista";-0,929;-1,945;-1,606;24,408;0,468;-2,674
"terça_feira";1,801;-0,881;-11,006;-8,358;5,139;12,893
"sofrer";-1,601;-7,436;6,756;16,21;-1,058;-1,293
"judiciário";15,459;-19,703;30,623;-1,806;2,587;-17,678
"irmão";-8,228;173,081;-7,788;-9,051;-6,719;-16,158
"diferente";-2,956;-12,749;71,86;-0,105;-1,318;-1,457
"cair";-1,75;-5,813;-6,612;10,657;-0,179;13,363
"atacar";-1,563;-18,498;-6,038;-1,35;-1,761;111,414
"professor";-1,717;-15,826;40,623;0,785;-1,063;-0,135
"preciso";-5,007;-8,641;62,144;2,544;0,001;-14,025
"futuro";-1,889;-19,206;25,669;0,279;7,888;-3,342
"democracia";-4,987;-25,872;191,951;-3,232;-2,831;-5,37
"alegar";45,802;-0,206;-7,971;-7,324;-5,278;2,76
"tentativa";0,73;-1,368;1,896;-6,36;-0,687;5,419
"paraná";31,52;16,485;-5,126;-3,302;-4,244;-14,857
"íntegro";33,056;9,874;-3,704;-8,446;-1,852;-8,486
"sentido";0,094;-7,189;27,496;-0,754;-0,179;-1,248
"segunda_feira";1,262;1,351;-7,118;-10,095;3,924;1,915
"quarta_feira";16,541;-5,262;-8,586;-3,027;10,315;0,073
"mensagem";-8,618;0,805;-1,338;5,141;0,001;0,419
"gilmar";129,73;-12,277;-2,066;-0,914;-0,731;-12,259
"forte";-4,715;-13,006;24,422;-0,483;0,565;1,47
"central";-1,238;-2,079;0,835;0,341;4,293;-0,523
"órgão";5,01;3,018;16,458;-6,873;-4,826;-11,215
"uso";-0,556;-0,651;0;-0,325;-3,536;14,881
"real";-1,184;8,633;-2,956;-0,876;-8,037;8,354
"henrique";-3,571;12,15;-15,927;-8,886;89,998;-18,33
"funaro";-11,907;253,147;-15,927;-12,889;-10,2;-18,33
"doação";-8,302;183,968;-9,92;-11,145;-4,092;-18,764
"acesso";1,961;13,547;0;-0,719;-3,078;-8,633
"abril";-0,295;-2,08;-7,788;-2,93;0,137;36,207
"setembro";6,552;0,025;-7,492;-5,24;-0,588;8,71
"ressaltar";0,703;7,679;-2,178;-4,002;-0,819;0,086
"negócio";-8,094;25,721;-7,312;0,058;2,103;-3,924
"atividade";-2,993;0,227;1,608;-3,579;-1,243;7,039
"acrescentar";-0,639;-0,385;-0,746;-0,505;-0,772;13,843
"reunir";-1,177;-4,553;0,783;-2,611;7,273;2,337
"regra";2,13;-13,624;0,527;-6,214;56,913;-6,689
"prazo";47,7;-6,485;0,153;-0,272;-0,588;-7,22
"listar";-1,247;10,217;-1,833;-0,191;0,006;-0,767
"imposto";6,597;1,862;-1,966;-0,008;-1,48;-1,724
"funcionário";-4,472;19,946;-5,54;0,058;-3,26;0,481
"busca";-0,196;8,22;-2,238;-0,363;-1,713;0,196
"avião";-8,968;-4,321;-1,69;3,466;-7,005;48,68
"amigo";-2,258;-0,078;-7,613;108,169;-3,605;-13,59
"secretário";-7,206;-0,405;-8,671;-4,875;-0,261;72,482
"resolver";-9,524;-0,079;-0,371;0,602;-1,596;17,284
"produto";0,837;12,408;-3,467;0,062;-5,103;-1,204
"onu";-15,167;-24,833;-8,834;-16,25;-13,299;363,166
"aumentar";1,375;-9,314;0,017;-2,803;-1,528;23,88
"fundo";-4,278;8,22;0,004;-0,043;0,091;-2,01
"liberdade";48,326;-12,722;35,942;-2,677;-10,224;-13,374
"fazenda";-12,314;37,191;-5,945;-10,929;40,751;-15,941
"europeu";-4,805;-6,269;7,783;-1,509;-4,932;28,247
"especialista";-11,407;-24,659;0,122;-6,679;-3,441;153,291
"especial";-1,481;-0,531;0,108;-1,006;12,857;-0,589
"desenvolvimento";-7,967;-0,488;3,173;-0,244;-4,154;16,021
"seguinte";-7,104;-0,033;0,614;0,89;6,084;-1,617
"saúde";-7,107;-9,88;2,422;99,234;-3,797;-9,726
"ricardo";0,404;79,035;-12,157;-5,563;-1,466;-13,99
"retirar";-3,872;-0,222;-0,308;-0,575;14,811;0
"respeito";-0,108;-2,052;31,301;0,96;-1,058;-11,722
"referir";-3,872;17,273;-2,43;0,364;-2,821;-0,098
"manifestação";2,43;-7,979;5,259;0,047;6,852;-9,726
"ilícito";10,552;49,581;-5,78;-2,677;-10,224;-15,724
"grave";5,39;-6,948;16,55;0,206;-1,832;-5,162
"branco";-1,554;-13,578;0,956;0,255;-5,27;35,101
"análise";24,321;-3,579;-2,059;-3,86;7,876;-3,267
"volta";-0,358;-5,523;1,04;9,565;-0,072;-0,234
"troca";-2,622;34,706;-6,568;-3,165;-2,821;0,415
"tirar";-11,643;-8,267;-0,103;91,228;-0,003;-5,33
"tema";-5,002;-11,636;1,675;-1,221;56,44;-1,761
"médico";-1,355;-9,644;0,345;84,993;-4,154;-8,02
"membro";8,481;-10,378;3,258;-7,706;1,417;0,453
"impedir";0,588;-5,088;1,12;-3,302;5,755;0,071
"globo";-2,146;81,495;-9,701;-0,848;-2,324;-11,439
"gestão";-4,472;-6,237;15,624;1,715;3,283;-3,924
"conversar";-4,858;2,52;-2,298;4,745;-0,381;0,057
"carlos";1,239;44,141;-8,576;-10,04;1,877;-14,857
"bndes";-2,227;114,214;-8,588;-8,179;-3,842;-9,883
"agricultura";-6,288;130,803;-7,291;-6,861;-4,627;-10,962
"falta";9,932;-9,074;3,971;0,512;0,012;-4,989
"ex_deputado";0,508;110,704;-13,098;-8,186;-5,932;-15,073
"coréia";-14,327;-25,872;-16,116;-13,068;-14,706;393,974
"bolsonaro";-5,876;-17,433;-3,185;-0,171;201,699;-17,678
"responsabilidade";-0,207;-12,722;53,106;-6,873;2,167;-2,248
"obter";0,048;57,756;-4,331;-8,704;-8,202;-1,419
"negociar";-6,587;25,72;-7,964;0,255;-0,976;-0,014
"trazer";-0,916;-1,01;14,089;0,599;-1,058;-1,881
"desembargador";412,398;-21,81;-12,876;-6,519;-13,845;-17,46
"conhecer";-0,045;5,827;-2,298;19,78;-8,533;-6,245
"benefício";18,572;28,226;-3,585;-7,841;-5,62;-10,161
"apoiar";-6,741;-11,913;-2,543;-1,313;12,384;30,616
"tv";-3,872;7,346;-8,395;0,89;0,155;0,106
"pretender";2,589;-16,256;2,227;0,52;0,753;0,006
"conjunto";-1,717;-0,673;-0,364;-8,013;-0,474;35,674
"buscar";-0,627;-0,601;5,961;-0,104;-2,34;0,935
"assessoria";1,539;21,293;-4,369;-0,739;-0,14;-9,512
"presidencial";-4,71;-2,695;-4,662;-0,652;80,38;-2,783
"função";12,173;-4,21;0,077;-7,326;30,281;-13,99
"chinês";-13,152;-23,75;-6,78;-11,819;-13,5;317,116
"aparecer";-4,715;7,679;-0,037;1,595;0,565;-7,661
"sr";-4,15;-2,103;10,942;1,356;5,44;-8,633
"neto";76,701;-2,951;-4,637;-5,57;2,843;-11,637
"f";-8,551;132,273;-10,035;-11,463;-8,865;-1,148
"estratégia";-4,858;-1,361;5,332;-5,57;4,061;2,117
"contrário";-0,498;-12,153;3,698;-0,313;44,4;-8,837
"comentar";-2,146;1,39;-2,059;-0,104;7,876;-0,779
"cara";-5,367;-15,529;-6,568;124,403;1,176;-6,497
"aceitar";1,509;-3,579;0,683;-0,958;-0,28;2,507
"vítima";0,217;-11,69;17,906;-0,011;-5,264;2,337
"sanção";-9,362;-22,112;-15,361;-12,354;-9,699;320,753
"registrar";0,022;13,637;-0,978;-1,787;-0,13;-2,834
"recorrer";231,574;-13,006;-9,487;-2,803;-10,394;-6,06
"difícil";-11,978;-10,534;4,77;13,656;-0,234;2,719
"vender";-7,967;0,458;4,749;3,743;-0,156;-2,866
"solicitar";1,38;45,285;-1,938;-4,131;-5,425;-9,726
"sede";10,645;1,687;-1,574;-2,48;-0,419;-1,32
"procurador_geral";0,418;11,63;-2,792;-2,659;0,366;-3,213
"criticar";6,301;-19,698;-5,945;-5,414;29,05;4,541
"administração";5,298;-0,994;8,035;-5,104;-3,339;0,009
"tarde";-1,142;-0,305;-1,702;-4,134;18,788;0,54
"solução";-8,067;-9,314;31,177;-0,136;-0,329;2,306
"pesquisa";-5,635;-9,353;3,471;-0,716;56,996;-5,81
"fechar";-5,52;69,671;-3,399;-3,027;-4,094;-3,255
"domingo";-7,436;0,699;-8,586;-1,006;-0,278;33,625
"direto";-1,805;-0,849;-0,818;-2,249;3,532;7,733
"contato";-0,428;51,709;-0,362;-0,686;-6,396;-13,341
"campo";-2,627;-3,206;27,521;-0,022;0,593;-4,484
"trecho";-0,001;76,203;-7,672;-3,894;-2,324;-13,773
"santana";-2,258;199,927;-13,852;-13,193;-12,64;-15,941
"quarto";-0,313;-0,737;-5,202;-3,311;20,449;1,356
"morto";-2,762;-10,226;-0,513;0,967;-1,713;36,282
"magistrado";173,561;-5,985;-0,256;-9,685;-5,465;-14,423
"jurídico";42,239;-4,644;15,025;-5,888;-1,673;-14,423
"investimento";-4,019;13,82;-0,131;-0,52;-0,408;-0,432
"fonte";0,276;-0,209;0,906;-0,183;-9,206;5,392
"exigir";-0,625;-2,133;11,275;-4,042;-0,735;3,28
"dúvida";0,006;-2,828;19,187;-10,04;-1,063;2,355
"costa";-10,305;5,507;0,202;-5,08;2,103;0,481
"agente";17,128;3,629;-0,245;-3,668;-4,945;-2,46
"washington";-13,487;-24,356;-7,118;-12,175;-13,845;326,544
"vista";-0,17;-5,023;30,291;1,621;-0,731;-7,863
"trabalhador";-2,979;-3,093;7,352;2,289;2,563;-3,857
"quinto";0,136;-0,774;-3,88;-6,379;3,968;9,254
"pinheiro";10,977;3,279;-3,725;0;-1,459;-4,286
"pai";-5,669;-0,354;-5,289;73,016;-1,999;-2,82
"mouro";-0,001;139,19;-11,006;-12,654;-7,871;-15,29
"legislativo";-4,62;-8,105;0,153;-1,51;107,296;-13,557
"combate";-5,834;-9,074;11,677;-3,311;0,012;15,078
"caminho";-7,104;-6,224;14,405;-0,175;-0,977;8,291
"alcance";-11,811;-18,795;-7,088;-10,395;-6,088;249
"agir";0,031;-7,495;0,028;16,709;-1,673;0,004
"privado";-2,492;9,511;3,173;1,266;-2,648;-10,314
"porto";29,935;-0,126;-0,368;-2,916;-4,154;-0,307
"opinião";0,101;-12,153;34,264;-2,429;1,569;-2,967
"luta";-4,715;-19,698;83,052;0,372;-8,368;0,086
"destruir";-7,6;-10,736;-0,201;0,002;-7,849;83,098
"cármen";1,928;-1,908;3,111;1,555;-0,328;-4,286
"caber";69,677;-13,161;-1,47;-4,761;7,202;-8,486
"abuso";31,416;-7,449;-7,438;-3,86;33,736;-9,245
"trf_4";400,218;-18,806;-12,501;-14,091;-7,356;-17,026
"sigilo";-0,133;42,741;-0,377;-7,287;-4,83;-3,011
"saída";-7,6;-8,799;0,073;-1,102;24,846;3,686
"reconhecer";0,588;0,814;-0,364;2,439;0,468;-10,371
"nação";-7,745;-19,096;1,46;-3,719;-8,037;113,418
"frigorífico";-11,643;210,603;-10,819;-8,186;-11,952;-15,073
"referência";-0,94;1,075;-6,004;-0,068;-3,533;16,507
"perguntar";-8,39;28,571;-0,083;4,476;-1,729;-14,021
"maio";0,122;0,838;-2,066;-0,342;1,984;-0,508
"lúcia";1,603;0,008;0,181;1,266;-0,421;-4,501
"equipa";-0,784;-2,002;-0,201;1,303;1,63;0,302
"enfrentar";-6,467;-19,213;38,401;0,017;-0,66;3,546
"dado";-0,751;7,291;0,363;0,53;-3,226;-3,19
"conhecido";-4,472;1,29;-4,013;9,554;0,133;-0,414
"atender";0,391;0,727;0,103;0,74;-0,492;-3,921
"aberto";-0,066;-0,018;-0,855;-0,656;1,508;0,791
"território";-9,747;-19,096;-5,615;-12,834;-10,054;263,626
"marcar";31,52;-3,876;0,004;0,044;-1,063;-5,15
"ilegal";5,138;17,333;-4,013;-2,375;-8,356;-0,414
"crítica";-1,222;-8,371;-0,127;-0,325;35,44;-0,177
"capaz";-6,896;-20,904;0,059;-0,054;-4,149;86,918
"capacidade";-8,589;-8,638;1,702;-2,764;-2,446;59,121
"afastado";0,481;23,521;-1,574;-2,48;-0,419;-7,383
"termo";0,149;2,75;12,386;-6,983;-3,397;-1,851
"sp";23,422;0,259;-7,107;0,036;0,496;-10,746
"necessidade";0,018;-5,774;4,316;0,514;0,205;-0,295
"morrer";-7,967;-5,845;-1,966;64,081;-4,154;0,931
"fevereiro";0,391;1,45;-1,702;-8,179;5,001;-0,002
"eventual";38,043;-7,979;-1,938;-5,795;14,131;-5,833
"estudo";-6,468;-9,219;2,942;0,917;-6,639;30,553
"conflito";-7,585;-21,329;-5,452;-4,95;-9,883;220,288
"beneficiar";-0,05;34,706;-3,585;-1,207;-0,414;-8,227
"revista";-3,52;27,091;-0,712;0,87;-1,148;-9,667
"popular";-8,468;-15,292;18,058;-0,069;17,869;-0,536
"pergunta";1,539;-3,285;-0,95;13,534;0,155;-4,079
"participação";2,884;14,126;-2,806;-3,821;-2,203;-0,811
"ocupar";-0,133;-0,28;-0,377;2,816;5,045;-4,605
"marisa";35,633;-0,953;-1,861;-0,199;-1,698;-2,141
"tucano";-5,834;24,886;-8,958;-2,124;23,91;-12,908
"servir";-2,9;-12,794;21,488;4,379;-6,501;2,186
"secretaria";0,875;-0,063;-4,471;-2,226;30,523;-5,145
"saud";-8,094;167,527;-9,329;-8,8;-6,396;-13,341
"prédio";-1,323;0,018;0,527;0,621;0,712;-1,713
"oposição";-6,944;-15,232;-0,711;-9,685;150,819;-0,815
"oferecer";-0,416;8,763;0,103;-0,144;-2,373;-1,451
"escrever";5,525;-1,496;15,67;-0,102;-9,034;-2,252
"definir";1,372;-2,525;4,844;-1,404;8,393;-8,903
"construir";-4,432;-1,541;7,317;-0,43;0,058;1,232
"bbc";-11,309;-15,529;0,614;0,364;14,811;6,554
"teori";1,541;-2,534;-0,122;21,296;-2,718;-3,428
"ocasião";4,154;11,902;-5,202;-4,761;-0,986;-0,286
"intenção";-2,627;-2,103;4,39;-1,822;3,961;0,263
"funcionar";-5,363;14,113;4,91;-2,887;-2,589;-1,126
"esquerdo";-5,834;-18,006;160,683;0,512;-6,071;-12,908
"agosto";0,821;0,744;-2,322;-3,486;-0,843;5,162
"mínimo";-0,35;-2,377;1,466;-0,103;12,926;-3,736
"minuto";-3,735;1,797;-12,533;16,709;-7,213;5,355
"abertura";1,345;0,344;-2,315;-0,221;-0,151;0,294
"médio";-4,663;-7,621;0,459;1,538;0,001;10,197
"dito";-0,849;0,471;-2,43;2,638;2,045;-1,617
"disputa";-7,929;-4,589;-0,818;-0,61;59,509;-0,348
"dirceu";14,789;14,921;-12,157;0,599;-2,446;-13,99
"candidatura";-0,697;-14,936;-4,644;-5,725;200,991;-14,207
"cadeia";35,452;0,273;-2,195;-3,027;-0,813;-4,621
"antonio";-1,222;76,203;-5,88;-7,154;-0,66;-9,321
"ajuda";-10,305;7,02;-5,54;0,058;-2,084;11,344
"venda";-1,982;16,984;-0,981;-0,847;-0,078;-1,43
"praticar";35,023;0,694;0,01;-0,686;-8,356;-8,903
"legal";6,935;-2,592;34,446;-2,887;-3,945;-7,863
"homicídio";-0,697;0,115;0,213;0,289;-0,744;0,059
"devido";2,779;-0,059;14,237;-3,311;-6,071;-0,764
"conhecimento";-0,096;56,348;-0,363;-5,627;-7,174;-7,449
"apurar";3,213;20,591;-2,322;-3,486;-0,843;-6,747
"aeroporto";-1,682;6,29;0,105;4,856;-3,739;-4,716
"reforçar";2,884;-3,078;-0,302;-9,609;-2,203;26,901
"prometer";-5,992;-0,38;-5,37;-0,61;-4,545;61,405
"olhar";-6,785;-3,277;-1,291;115,204;-2,57;-9,741
"linha";-3,177;-1,872;-0,245;-0,14;0,264;12,192
"interno";-2,068;0;2,678;-2,39;11,085;-3,43
"fechado";18,773;2,038;-0,593;-1,1;-3,071;-4,865
"dezembro";0,709;0,063;0,016;-8,715;10,305;-1,866
"destinar";-0,246;33,236;-2,378;-6,861;-0,912;-1,211
"consequência";1,82;-12,464;2,712;-0,382;-2,446;9,717
"bancada";-7,929;-5,99;-9,143;-4,92;225,229;-13,124
"aprovação";-4,432;-0,058;-1,336;-4,958;67,462;-4,865
"agenda";-5,207;-7,979;2,422;-0,025;41,251;-4,258
"terceiro";6,17;-0,184;-3,398;0,064;-0,733;0,263
"protesto";-1,682;-6,578;-2,066;-0,034;35,351;0,005
"papel";-1,414;-2,301;24,775;-1,022;-0,04;-0,727
"lima";-2,67;142,294;-11,028;-4,602;-10,063;-12,691
"ligar";-6,779;2,215;-1,69;24,157;-0,503;-3,901
"controlo";-0,027;-0,691;5,971;-1,338;-1,148;0,659
"comunicado";-7,765;-2,172;-6,953;-4,761;-4,394;114,044
"citado";-0,096;47,112;-4,369;-1,532;-3,65;-5,638
"armado";-4,895;-11,396;-0,03;-0,656;5,713;19,985
"ameaçar";-6,785;-8,906;-2,178;-2,896;-3,817;110,052
"zona";-1,268;-0,086;-3,289;-0,035;-0,012;11,307
"utilizar";-0,152;0,869;2,895;-3,064;-6,165;2,692
"série";-4,125;-0,184;-0,072;-0,022;1,385;2,692
"significar";-5,52;-10,45;57,344;-6,133;-0,278;1,706
"relatório";2,088;-3,866;-5,531;-5,125;59,02;-3,549
"pessoal";-0,196;0,715;2,635;6,603;-2,929;-8,445
"gravar";-3,318;104,942;-7,846;-0,656;-9,206;-11,61
"gerar";-3,52;-1,408;5,971;1,824;3,603;-5,406
"financiamento";-0,676;13,216;-0,183;-0,122;-0,738;-3
"espécie";-2,542;24,052;4,58;-0,403;-7,68;-8,07
"departamento";-3,459;34,808;-4,369;-7,564;-9,378;6,725
"atuação";0,694;3,455;6,924;-3,647;-3,379;-3,37
"ética";19,753;-3,924;6,261;-6,133;1,801;-10,153
"sugerir";1,569;2,601;-0,072;-1,822;-2,788;0,019
"procuradoria";0,364;61,382;-7,463;-3,168;-4,665;-8,589
"península";-11,309;-20,422;-8,395;-12,116;-11,608;297,511
"menor";-0,705;-0,059;0,768;0,256;-0,151;0,007
"mal";-7,6;-17,704;5,879;54,028;-0,043;-3,42
"livre";-0,42;-5,774;38,508;0,514;-5,104;-1,585
"junho";7,699;4,303;-3,63;-3,327;-1,714;-0,009
"influência";0,217;7,217;-1,813;-0,232;-3,65;0,012
"cúpula";-5,207;-3,494;9,183;-5,795;0,511;8,178
"cabral";53,989;17,396;-11,028;-4,602;-7,849;-12,691
"assad";-8,424;-14,343;-9,701;-11,399;-10,921;257,072
"presente";0,709;-0,184;-0,072;5,086;-2,788;-0,377
"motivo";1,097;-0,011;-0,156;0,703;-1,627;-0,006
"integrante";0,364;0,092;-2,03;-3,168;25,386;-6,325
"humano";-7,765;-15,489;169,838;-1,2;-10,235;-2,415
"garantia";-0,027;-6,796;10,663;-3,971;2,173;0,176
"estadual";8,257;-0,682;-0,306;-1,787;10,49;-8,589
"estabelecer";2,169;-3,829;-0,242;-4,134;22,602;-1,451
"escolher";-1,691;-2,481;0;19,79;2,064;-6,626
"delegado";15,64;-0,101;-0,007;-0,398;-0,328;-4,286
"baixo";-2,909;-1,582;-0,733;1,619;1,893;1,696
"vereador";-8,802;-5,523;-2,662;-1,31;149,97;-11,394
"suficiente";4,366;-11,396;7,998;-0,002;-5,104;1,557
"reduzir";-4,18;-4,904;3,268;0,017;0,472;3,37
"preventivo";122,867;-16,196;-7,846;-7,388;-7,005;3,857
"preocupação";-2,359;-0,392;2,134;0,624;-1,367;1,088
"pacífico";-8,754;-19,818;-1,291;-9,508;-11,265;216,198
"geddel";-4,125;116,689;-9,15;-3,064;-6,165;-10,53
"concordar";-0,096;-0,72;-0,363;-3,976;-2,33;25,776
"concluir";23,422;-0,252;-2,238;-0,999;-0,254;-1,094
"companhia";-0,828;6,609;1,054;-0,081;-2,718;-1,427
"chapa";166,711;-0,259;-11,968;-9,154;-2,324;-13,773
"calheiros";-6,634;-1,445;-5,272;-7,108;149,734;-8,589
"bomba";-7,436;-5,262;-4,866;-4,444;-5,747;128,324
"vaccari";56,927;9,452;-8,4;-3,971;-7,665;-9,667
"stj";281,249;-11,103;-9,901;-7,213;-9,035;-11,394
"servidor";0;0,744;-0,453;-3,486;22,945;-9,02
"representante";-0,35;4,037;0;-2,48;-2,238;1,449
"outubro";2,088;0;-2,519;-7,037;20,467;-2,307
"opção";-4,125;-12,196;-2,101;-4,627;-4,311;121,797
"gabinete";-4,639;4,216;0,101;0,174;0,255;-2,124
"falso";-1,577;10,266;2,635;-3,213;-6,333;0,005
"discussão";-4,278;-12,495;1,521;0,344;40,199;-3,204
"depender";-0,487;-4,064;1,121;1,437;6,592;-2,7
"classe";-7,301;-13,184;117,655;-1,224;-5,329;-0,483
"anterior";4,638;-9,644;1,914;-0,807;0;0,931
"tensão";-10,305;-18,609;-2,732;-11,041;-10,578;237,263
"registro";15,215;-0,676;0,057;-1,15;0,856;-7,512
"provocar";-2,762;-12,495;-0,107;-0,363;-0,01;40,902
"pequeno";-0,804;-0,548;0,623;5,513;-0,887;-0,2
"pegar";-0,986;0,852;-4,041;48,233;-2,078;-11,394
"navio";-4,74;-9,029;-1,569;0;-9,035;86,017
"manifestante";-2,316;-4,183;-2,606;-0,006;36,64;-0,107
"investigador";-3,177;129,891;-9,901;-3,668;-9,035;-11,394
"esclarecer";7,048;1,235;0,431;0,145;-3,998;-7,807
"crédito";-5,636;38,445;-2,474;-0,286;-0,206;-5,064
"artigo";53,24;-13,392;-1,569;0,157;0,015;-3,724
"antigo";-0,346;-0,346;-1,608;1,258;0,584;0,409
"vantagem";-1,926;65,997;-2,662;-2,341;-4,945;-7,037
"twitter";-3,745;-17,1;2,206;-1,762;-0,228;43,661
"salário";-2,979;4,693;-0,284;-0,218;5,157;-3,857
"pronto";-5,051;-6,027;-1,813;-0,232;-0,576;51,926
"preparar";-2,67;-8,799;0,073;-4,602;-0,333;49,842
"peemedebista";-5,148;28,58;-6,004;-0,068;3,927;-9,451
"obstrução";49,954;4,216;-5,218;-4,97;-4,762;-6,005
"livro";-5,207;-16,799;50,188;29,853;-9,549;-5,833
"desenvolver";-7,107;-9,88;0,203;-1,646;-5,425;78,111
"democrático";-2,168;-16,497;75,582;-7,564;0,604;-0,36
"conduzir";3,475;-4,379;-0,087;-1,272;-0,335;6,143
"audiência";65,385;-1,872;-4,041;-0,14;-1,103;-7,037
"tratado";-3,318;-5,774;6,016;-2,475;-0,503;16,912
"rápido";-4,278;-3,423;0,711;0,967;-4,469;17,331
"km";-4,18;-8,923;-7,089;-2,853;-4,334;125,881
"judicial";56,923;5,742;-3,24;-4,462;-8,179;-10,314
"foto";-3,038;-0,95;-5,531;34,845;-1,006;0,093
"eleger";-0,019;-0,03;0,073;0,002;12,26;-10,367
"comandar";-3,459;13,326;-4,369;-0,232;5,349;-4,079
"apresentado";59,427;0,344;-3,63;-3,327;-1,714;-8,804
"admitir";3,399;-1,704;0,5;-0,102;-1,006;0,093
"visita";1,29;-2,283;-7,276;-0,701;-4,499;35,385
"sérgio";8,899;30,151;-1,008;-4,462;-8,179;-10,314
"sábado";2,701;-8,377;-3,111;-1,37;0,255;16,049
"permanecer";2,042;1,77;-1,091;-1,921;0,833;-1,754
"mp";-0,152;25,164;-5,005;-1,822;2,508;-10,53
"detalhe";-3,318;40,357;-4,204;0,112;-3,504;-3,901
"data";36,708;-6,37;0,004;-8,894;0,091;-0,091
"cultura";-3,7;-10,478;19,632;30,897;-2,187;-7,512
"confiança";-3,37;1,075;11,338;-5,637;-0,027;-0,089
"conceder";5,976;0;4,419;-1,15;-0,996;-5,273
"associação";15,64;-0,721;-0,488;-1,581;0,004;-0,802
"tender";-0,152;-3,206;13,474;0,064;-0,202;-0,98
"soltar";4,234;0,797;-4,184;1,923;0,001;-5,064
"sindicato";0,847;-0,424;-0,001;2,52;0,008;-2,784
"provisório";2,652;1,949;-2,622;-3,809;13,675;-9,451
"oliveira";1,398;-0,252;-9,338;-6,686;76,664;-10,746
"meirelles";-6,288;-12,794;-5,355;-6,861;236,819;-10,962
"envolvido";0,564;10,198;0,835;0,017;-6,469;-8,158
