"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"detectar";0,021;0,092;0,566;0,204;0,431;0,099;0
"decidido";0,895;0,733;0,228;0,067;0,431;0,099;0,107
"credibilidade";0,499;0,313;0,186;0,556;0,166;0,685;0,345
"corporação";0,027;0,1;0,036;0,049;0,053;0,107;0,094
"claudio";0,024;0,794;0,006;0,065;0;0,363;0,094
"chuva";0,003;0,109;0,08;0;0,059;0,116;0,351
"carl";0,222;0,092;0,066;0,059;0,047;0,099;0
"candidatar";0,222;0,091;0,066;0,204;0,047;0;0,086
"autoria";0,09;0,666;0,426;0,951;0,053;0;0,094
"augusto";0,507;0,109;0,08;0,072;0;0,554;0,103
"aplicação";0,499;0;0,066;0,067;0,166;0,099;0,293
"andrade";0,038;0,13;0,248;0,312;0;0,424;0,123
"aluguel";0,024;0,1;0,073;0,951;0;0,107;0,094
"agressão";0,217;0,372;0,08;0,252;0,059;0,395;0
"adesão";0,435;0,583;0,133;0,98;0,189;0,242;0,161
"aceito";0,024;0,666;0,036;0,951;0,003;0,107;0,094
"zanon";0,038;0,13;0;0,312;0,074;0,138;0,123
"visitar";0,982;0,1;0,073;0,566;0,605;0,363;0
"tô";0,001;0,1;0,006;0,065;0,478;0,363;0,094
"sarney";0,927;0,372;0,004;0,072;0,208;0,006;0,103
"reverter";0,024;0;0,251;0,486;0,186;0,836;0,32
"restar";0,255;0,341;0,618;0,566;0,605;0,009;0,712
"requisito";0,033;0;0,729;0,353;0,234;0,962;0,112
"refinaria";0,044;0,142;0,109;0,234;0;0,15;0,134
"presa";0,927;0,216;0;0,252;0,059;0,395;0,103
"pp";0,09;0,341;0,426;0,566;0,258;0,001;0,094
"posicionamento";0,085;0,105;0,109;0,347;0,083;0,013;0,134
"pcdob";0,121;0,406;0,089;0,08;0,041;0;0,112
"orçamentário";0,028;0,109;0,278;0;0,059;0,116;0,103
"máquina";0,017;0,109;0,278;0,621;0,208;0,554;0,244
"moraes";0,275;0;0,251;0,065;0,053;0,363;0,094
"liberal";0,275;0,1;0,073;0,951;0,053;0,231;0,002
"legalidade";0,336;0;0,308;0,681;0,162;0,431;0,112
"israel";0,293;0,109;0,08;0,252;0,059;0,116;0
"interferir";0,255;0,794;0,006;0,486;0,923;0,363;0,32
"impossível";0,027;0,794;0,251;0,566;0,478;0,62;0,755
"imigrante";0;0,119;0,308;0,28;0,066;0,126;0,112
"identificado";0,336;0,406;0,729;0,353;0,007;0,126;0,384
"homenagem";0;0,444;0,098;0,089;0,074;0,118;0,948
"guardar";0,071;0,855;0,807;0,072;0,012;0,116;0,103
"guam";0,024;0,1;0,073;0,065;0,053;0,107;0
"gravidade";0,099;0;0,882;0,065;0,053;0,107;0,094
"futebol";0,003;0,109;0,08;0,875;0,999;0,19;0,103
"funcionamento";0,344;0,444;0,098;0;0,262;0,469;0,123
"fiscalizar";0,121;0,53;0,087;0,023;0,586;0,431;0,112
"expressão";0;0,052;0,278;0,252;0,059;0,116;0,815
"exigência";0,09;0,1;0,251;0,049;0,923;0;0,32
"exclusivo";0,255;0,666;0,426;0,951;0,053;0,057;0,712
"estimativa";0,095;0,223;0,183;0;0,827;0,485;0,214
"estabilidade";0,121;0,119;0,308;0,003;0,586;0,03;0,879
"estabelecimento";0,793;0,13;0,098;0;0,833;0,97;0,421
"doença";0;0,1;0,073;0,183;0,053;0,107;0,094
"documental";0,028;0,598;0,08;0,072;0;0,116;0,103
"diário";0,507;0,109;0,278;0,621;0,528;0,006;0,351
"disponível";0,293;0,598;0,807;0,419;0,529;0,395;0,244
"disparar";0,024;0,341;0,618;0,227;0,053;0,363;0
"desejo";0,001;0,1;0,073;0,566;0,186;0,107;0,002
"depósito";0,09;0,1;0,073;0,009;0,018;0,107;0,083
"correção";0,255;0,262;0;0,566;0,478;0,107;0,094
"contratação";0,255;0,1;0,251;0,566;0;0,107;0,094
"contrapartida";0,024;0,341;0,073;0,566;0;0,836;0,094
"compreender";0,105;0,109;0,08;0;0,059;0,19;0,351
"compliance";0,028;0,109;0,278;0;0,059;0,116;0,103
"chegada";0,982;0,794;0,251;0,065;0,053;0,363;0
"categoria";0,44;0,245;0,205;0;0,171;0,884;0,236
"carga";0,024;0,1;0,426;0;0,478;0,363;0,755
"cade";0,141;0,444;0;0,089;0,027;0,138;0,123
"bahia";0;0,142;0,876;0,347;0,745;0,512;0,134
"autonomia";0,217;0,109;0,08;0,001;0,208;0,554;0,351
"ator";0;0,1;0,073;0,227;0,186;0,836;0,32
"antecessor";0,028;0,598;0,115;0,252;0,208;0,395;0
"alimentar";0,027;0,1;0,073;0,183;0,478;0,107;0,083
"al_assad";0,024;0,1;0,073;0,065;0,053;0,107;0
"abordar";0,071;0,855;0,08;0,252;0,529;0,19;0,642
"zé";0,002;0,005;0,308;0,08;0,066;0,962;0,112
"wagner";0,708;0,119;0,736;0,08;0;0,962;0,112
"vinson";0,028;0,109;0,08;0,072;0,059;0,116;0
"uss";0,044;0,142;0,109;0,099;0,083;0,15;0
"unir";0,205;0,155;0,12;0,388;0,093;0,065;0,013
"tocar";0;0,372;0,675;0,144;0,059;0,116;0,103
"temporário";0,028;0;0,278;0,419;0,208;0,554;0,103
"substituto";0,033;0;0,308;0,28;0,066;0,03;0,112
"ritmo";0,708;0,119;0,308;0,003;0,234;0,431;0,045
"revelação";0,293;0,372;0,025;0,419;0,999;0,395;0,815
"restringir";0,028;0;0,278;0,621;0,059;0,19;0,244
"requerer";0,507;0,001;0,807;0,072;0,529;0,116;0,815
"relevante";0,831;0,406;0,736;0,11;0,453;0,962;0,112
"reino";0,293;0,109;0,08;0,621;0,059;0,395;0
"regular";0,028;0,855;0,025;0;0,208;0,116;0,351
"recuperar";0,507;0,109;0,278;0,035;0,208;0,897;0,103
"recado";0,071;0,109;0,278;0,621;0,529;0,19;0,642
"racismo";0;0,155;0,12;0,181;0,093;0,163;0,147
"questionamento";0,708;0,037;0,017;0,08;0,918;0,431;0,112
"promessa";0,336;0,406;0,089;0,023;0,918;0,489;0,571
"proferido";0,105;0;0,278;0,072;0,529;0,116;0,103
"prevenção";0,507;0,109;0,278;0;0,059;0,395;0,815
"poderoso";0,708;0,406;0,308;0,681;0,234;0,126;0
"pmdb_pr";0,038;0,444;0;0,089;0,074;0,138;0,123
"pm";0,383;0,251;0,329;0,475;0,453;0,235;0,517
"permanente";0,733;0,13;0,803;0;0,649;0,138;0,421
"pedra";0;0,155;0,42;0,896;0,093;0,163;0,147
"participante";0,27;0,575;0,09;0,357;0,333;0,421;0,403
"olho";0;0,855;0,08;0,875;0,059;0,395;0,351
"ogiva";0,033;0,406;0,089;0,08;0,066;0,126;0
"ofício";0,336;0;0,303;0,08;0,918;0,126;0,112
"ocde";0,038;0,13;0,098;0;0,074;0,469;0,948
"norte_americano";0,105;0,109;0,08;0,621;0,059;0,116;0
"nelson";0,033;0,919;0,736;0,08;0,007;0;0,112
"mudo";0,002;0,406;0,089;0,28;0,066;0,03;0,879
"mover";0,071;0,598;0,675;0,875;0,208;0,395;0,815
"mobilizar";0,071;0,598;0,278;0,252;0,059;0,116;0,001
"miller";0,033;0,119;0;0,08;0,586;0,126;0,112
"milhar";0,121;0,444;0,098;0,714;0,649;0,469;0,158
"medeiros";0,121;0,53;0;0,28;0,918;0,431;0,384
"licença";0,831;0,53;0,017;0,681;0,066;0,962;0,384
"leste";0,105;0,109;0,675;0,252;0,059;0,395;0
"justo";0;0,372;0,08;0,252;0,529;0,395;0,815
"jae_in";0,028;0,109;0,08;0,072;0,059;0,116;0
"jacob";0,028;0;0,675;0,419;0,208;0,116;0,103
"inventar";0,293;0,109;0,278;0,252;0,012;0,116;0
"individual";0;0,01;0,12;0,11;0,093;0,559;0,147
"governança";0,028;0,109;0,08;0;0,528;0,116;0,103
"figura";0,048;0,406;0,308;0,353;0,586;0,489;0,112
"fechamento";0,336;0,406;0,736;0,353;0,453;0,03;0,112
"extremista";0,344;0,13;0,098;0,747;0,074;0,138;0
"explodir";0,831;0,119;0,308;0,681;0,066;0,126;0
"exato";0,423;0,919;0,002;0,28;0,066;0,126;0,571
"ex_presidentes";0,105;0,372;0;0,072;0,208;0,116;0,103
"errar";0,006;0,138;0,341;0,312;0,074;0,424;0,123
"engevix";0,028;0,598;0,08;0,875;0;0,116;0,103
"discursar";0,507;0,372;0,807;0,875;0,059;0,006;0,351
"diplomacia";0,121;0,119;0,089;0,08;0,066;0,126;0
"destino";0,048;0,919;0,089;0,353;0,162;0,126;0,112
"despacho";0,033;0;0,303;0,28;0,918;0,126;0,112
"desdobramento";0,028;0,598;0;0,252;0,528;0,395;0,351
"custar";0,708;0,406;0,089;0;0,041;0,126;0,112
"curto";0,631;0,855;0,08;0,875;0,059;0,116;0
"culpa";0,121;0,037;0,089;0,003;0,918;0,962;0,112
"critério";0,336;0,175;0,089;0,11;0,453;0,489;0,112
"cortar";0;0,119;0,089;0,796;0,066;0,431;0,199
"contabilizar";0,121;0,119;0,308;0,003;0,041;0,962;0,384
"condução";0,105;0,598;0;0,419;0,059;0,554;0,103
"concorrer";0,028;0,109;0,08;0,252;0,059;0;0,103
"comunista";0,003;0,109;0,08;0,252;0,059;0,395;0
"cio";0,028;0,109;0,08;0,072;0;0,116;0,103
"científico";0;0,372;0,278;0,875;0,059;0,116;0,244
"caráter";0,217;0,052;0,807;0,621;0,529;0,395;0,103
"carvalho";0,217;0,216;0,115;0,252;0,529;0,395;0,103
"bendine";0,038;0,13;0,65;0,089;0;0,138;0,123
"barrar";0,033;0,175;0,017;0,28;0,066;0;0,112
"barack";0,105;0,109;0,08;0,252;0,059;0,116;0
"atrapalhar";0,105;0,109;0,025;0,875;0,059;0;0,103
"aproximar";0,217;0,372;0,675;0,252;0,529;0,395;0,01
"apresentador";0,293;0,109;0,08;0,252;0,059;0;0
"aprender";0;0,109;0,08;0,875;0,059;0,116;0,815
"apontado";0,028;0;0,807;0,252;0,059;0,116;0,351
"aplauso";0,26;0,411;0,37;0,357;0,333;0;0,403
"amaral";0,121;0,119;0;0,28;0,066;0,126;0,112
"ásia";0,121;0,119;0,089;0,28;0,066;0,431;0
"virtude";0;0,532;0,49;0,388;0,093;0,163;0,147
"violação";0,708;0,406;0,729;0,353;0,586;0,126;0,045
"uruguai";0,121;0,444;0,341;0;0,074;0,138;0,123
"tríplex";0,033;0;0,089;0,08;0;0,126;0,112
"transportar";0,336;0,119;0,308;0,353;0,234;0,126;0
"tarifa";0,038;0,13;0,098;0;0,381;0,138;0,158
"soldado";0,885;0,142;0,109;0,347;0,083;0,512;0
"soares";0,336;0,175;0,017;0,08;0,041;0,126;0,112
"significativo";0,141;0,13;0,098;0;0,262;0,469;0,031
"separar";0,01;0,919;0,736;0,08;0,066;0,431;0,045
"seguido";0,423;0,119;0,089;0;0,234;0,126;0,571
"sala";0,031;0,462;0,098;0,081;0,649;0,138;0,123
"rogério";0,191;0,862;0;0,388;0,093;0,821;0,147
"revolução";0;0,119;0,089;0,08;0,066;0,431;0,384
"resistência";0,006;0,13;0,098;0,312;0,074;0;0,123
"resistir";0,165;0,119;0,308;0,353;0,066;0,03;0,879
"requião";0,051;0;0,42;0,388;0,093;0,559;0,147
"razoável";0,733;0;0,803;0,089;0,074;0,97;0,123
"radar";0,733;0,13;0,098;0,747;0,074;0,424;0
"procuradora_geral";0,121;0,119;0;0,28;0,234;0,126;0,112
"previdenciário";0,033;0,119;0,089;0,353;0,066;0;0,112
"preconceito";0;0,142;0,109;0,631;0,083;0,15;0,979
"postura";0,033;0,53;0,729;0,08;0,066;0;0,045
"postar";0;0,406;0,729;0,08;0,066;0,431;0,571
"perícia";0,141;0,444;0,803;0,291;0;0,138;0,123
"pautar";0,831;0,005;0,729;0,796;0,234;0,431;0,112
"parceria";0,831;0,119;0,308;0;0,234;0,126;0,879
"mentir";0,733;0,444;0,063;0,089;0,381;0,424;0,123
"massa";0,165;0,119;0,089;0,353;0,234;0,126;0,001
"jefferson";0,831;0,005;0,729;0,08;0,234;0,152;0,112
"investidor";0,831;0,119;0,089;0;0,453;0,962;0,112
"intolerância";0;0,583;0,133;0,123;0,105;0,178;0,161
"intenso";0,733;0,13;0,098;0,002;0,381;0,97;0,123
"indireto";0,141;0,13;0,803;0,747;0,074;0;0,421
"independente";0,006;0,13;0,341;0,714;0,262;0,469;0,501
"inaudível";0,001;0,203;0,005;0,153;0,134;0,212;0,195
"ina";0,033;0,119;0,089;0,08;0;0,126;0,112
"impressão";0,01;0,406;0,308;0,353;0,586;0,431;0,384
"ignorar";0,01;0,406;0,089;0,28;0,066;0,431;0,001
"horizonte";0,085;0,142;0;0,099;0,083;0,512;0,462
"fugir";0,344;0,025;0,341;0,291;0,074;0,97;0,123
"frio";0,708;0,919;0,089;0,28;0,918;0,126;0
"fluminense";0,336;0,175;0,736;0,023;0,066;0,152;0,112
"fernandes";0,386;0,988;0,65;0,089;0;0,97;0,123
"federação";0,336;0,119;0,087;0,353;0,066;0,004;0,384
"exportar";0,038;0,13;0,65;0;0,074;0,138;0,501
"excluir";0,141;0,444;0,063;0,081;0,262;0,97;0,948
"ex_primeira_dama";0,033;0,119;0,089;0,08;0;0,126;0,112
"escalão";0,121;0,13;0,098;0,312;0,649;0,424;0,031
"diretório";0,038;0,988;0,65;0,089;0,381;0;0,123
"desempenho";0,033;0,919;0,089;0;0,066;0,03;0,112
"desconfiança";0,708;0,119;0,308;0,023;0,918;0,489;0,879
"derrota";0,344;0,13;0,341;0,089;0,074;0,002;0,031
"depor";0,708;0,406;0;0,08;0,162;0,431;0,112
"demonstração";0,336;0,53;0,736;0,08;0,453;0,126;0,001
"dallagnol";0;0,175;0,308;0,796;0,066;0,126;0,112
"corrupto";0;0,919;0,736;0,28;0,234;0,431;0,112
"correto";0,165;0,175;0,308;0,681;0,234;0,962;0,879
"cooperativa";0,164;0,142;0,378;0,819;0;0,15;0,134
"convite";0,164;0,142;0,876;0,347;0,312;0;0,462
"constatar";0,336;0;0,308;0,11;0,234;0,126;0,384
"confessar";0,386;0,025;0,65;0,312;0,027;0,138;0,123
"complementar";0,033;0,005;0,303;0,28;0,162;0,431;0,384
"começo";0,831;0,119;0,303;0,28;0,918;0,489;0,571
"combustível";0,038;0,444;0,098;0,312;0,074;0,138;0
"cofre";0,141;0,988;0,65;0,714;0,004;0,469;0,123
"cobra";0,386;0,444;0,098;0,002;0,833;0,118;0,123
"clique";0,164;0,142;0;0,099;0,295;0,512;0,134
"breve";0,165;0,119;0,089;0,796;0,234;0,489;0,045
"blog";0,033;0,919;0;0,08;0,234;0,489;0,112
"bastidor";0,336;0,406;0,736;0,08;0,586;0;0,571
"baixar";0,708;0,119;0,736;0;0,234;0,431;0,112
"articulação";0,336;0,119;0;0,08;0,066;0;0,112
"arquivar";0,336;0,037;0;0,08;0,586;0,431;0,112
"argentino";0,121;0,13;0,341;0;0,649;0,138;0,123
"aproximação";0,423;0,406;0,089;0,353;0,066;0,152;0,199
"aplicativo";0,987;0,245;0,205;0,164;0,616;0,005;0,236
"apelação";0,038;0;0,098;0,312;0,381;0,138;0,123
"alvorada";0,121;0,406;0,308;0,28;0;0,962;0,112
"alencar";0,121;0,119;0,308;0,681;0;0,431;0,112
"ajuste";0,033;0,119;0,308;0,003;0,234;0;0,112
"administrar";0,386;0,13;0,098;0,081;0;0,138;0,421
"adiantar";0,002;0,119;0,089;0,08;0,918;0,004;0,112
"acolher";0,033;0;0,308;0,08;0,586;0,431;0,879
"zeze";0,344;0,13;0;0,089;0,074;0,138;0,123
"véspera";0,121;0,988;0,248;0,089;0,649;0,138;0,501
"viabilizar";0,038;0,13;0,098;0,747;0;0,002;0,421
"unanimidade";0,141;0;0,098;0,312;0,262;0,469;0,421
"trajetória";0;0,13;0,098;0,312;0,074;0,02;0,421
"titular";0,038;0,138;0,063;0,089;0,649;0,002;0,123
"surpreender";0,003;0,142;0,378;0,819;0,083;0,897;0,431
"sonho";0;0,142;0,109;0,347;0,083;0,512;0,121
"sangue";0,386;0,13;0,098;0,089;0;0,138;0,158
"rodovia";0,069;0,696;0,001;0,381;0,968;0,194;0,177
"revisor";0,051;0;0,12;0,11;0,794;0,163;0,147
"repudiar";0,793;0,138;0,01;0,747;0,649;0,138;0,123
"reconhecimento";0,064;0,022;0,165;0,543;0,479;0,212;0,676
"ramo";0,344;0,13;0,01;0,312;0,381;0,469;0,123
"quantidade";0,003;0,939;0,378;0,347;0,083;0,897;0,979
"proibição";0,984;0,862;0,42;0,038;0,093;0,163;0,09
"primeiro_ministro";0,633;0,142;0,109;0,099;0,745;0,512;0
"prevalecer";0,793;0,444;0,098;0;0,074;0,97;0,421
"pmdb_al";0,038;0,138;0,65;0,089;0,262;0;0,123
"pista";0,035;0,169;0,018;0,433;0,375;0,178;0,557
"pesquisador";0,031;0,13;0,098;0,002;0,074;0,138;0,501
"perfil";0,006;0,444;0,341;0,747;0,262;0,469;0,501
"pensão";0,038;0,444;0,098;0,015;0;0,138;0,123
"passagem";0,909;0,781;0,467;0,024;0,105;0,242;0,161
"paris";0,019;0,142;0,109;0,057;0,083;0,15;0,121
"parcela";0,038;0,13;0,248;0;0,381;0,138;0,123
"organizador";0,811;0,463;0,423;0,552;0,386;0,016;0,454
"onda";0,003;0,142;0,109;0,819;0,718;0,15;0,121
"ocorrência";0,386;0,138;0,65;0;0,074;0,138;0,123
"núcleo";0,733;0,988;0,01;0,747;0,833;0,138;0,123
"notório";0,141;0,462;0;0,747;0,262;0,138;0,123
"mobilização";0,121;0,444;0,098;0,291;0,074;0,118;0,948
"mata";0;0,185;0,52;0,137;0,118;0,669;0,177
"marginal";0;0,185;0,52;0,137;0,118;0,194;0,177
"liberação";0,386;0,462;0,063;0,312;0,833;0,424;0,123
"lewandowski";0,793;0;0,803;0,089;0,074;0,138;0,123
"leandro";0,141;0;0,803;0,312;0,262;0,138;0,123
"irresponsável";0,733;0,444;0,341;0,312;0,074;0,469;0
"indivíduo";0,031;0,13;0,098;0,015;0,262;0,138;0,501
"incentivar";0,386;0,444;0,803;0;0,074;0,469;0,948
"igreja";0;0,532;0,12;0,11;0,093;0,065;0,147
"ideal";0,006;0,444;0,098;0,291;0,262;0,424;0,123
"hotel";0;0,13;0,803;0,747;0,262;0,469;0,123
"goiás";0,095;0,518;0,031;0,609;0,542;0,1;0,214
"gesto";0,056;0,532;0,003;0,388;0,093;0,559;0,147
"frango";0,051;0,155;0,029;0,005;0,654;0,163;0,507
"forçar";0,031;0,988;0,803;0,089;0,262;0,469;0,158
"flagrar";0,164;0,105;0;0,099;0,745;0,15;0,134
"firme";0,001;0,462;0,098;0,089;0,074;0,469;0,158
"favela";0;0,155;0,12;0,896;0,093;0,163;0,147
"explicação";0,121;0,13;0,65;0,714;0,833;0,138;0,948
"exceção";0,885;0,486;0,378;0;0,295;0,897;0,134
"estudante";0;0,185;0,148;0,484;0,118;0,194;0,177
"estimular";0,984;0,532;0,12;0;0,093;0,163;0,363
"engenheiro";0,885;0,142;0,109;0,347;0;0,15;0,134
"encerrar";0,271;0,396;0,876;0,234;0,295;0,512;0,134
"emergente";0,191;0,155;0,12;0;0,093;0,163;0,902
"elaborar";0,793;0,462;0,341;0,714;0,833;0,424;0,421
"dignidade";0,533;0,077;0,42;0,547;0,093;0,3;0,147
"desculpa";0,442;0,486;0,109;0;0,295;0,361;0,462
"desafiar";0,442;0,142;0,109;0,347;0,083;0,512;0
"democrata";0,006;0,444;0,098;0,089;0,074;0,424;0,031
"cristiane";0,038;0,003;0,803;0,089;0,074;0;0,123
"consultoria";0,038;0,988;0,098;0,015;0;0,469;0,123
"constante";0,044;0,939;0,109;0,009;0,312;0,512;0,431
"chile";0,006;0,13;0,341;0,081;0,074;0,469;0,948
"chefia";0,044;0,939;0;0,099;0,083;0,15;0,134
"carregar";0,205;0,862;0,003;0,11;0,332;0,163;0,507
"carnaval";0,005;0,169;0,962;0,433;0,105;0,045;0,161
"bilateral";0,442;0,142;0,109;0,631;0,083;0,15;0
"avenida";0,223;0,299;0,257;0,244;0,221;0;0,29
"armamento";0,793;0,13;0,098;0,089;0,074;0,469;0
"aprovado";0,191;0,155;0,12;0,547;0,062;0,008;0,507
"vitale";0,191;0,155;0,49;0,388;0;0,821;0,147
"urna";0,442;0,142;0,109;0,347;0,083;0;0,134
"transmitir";0;0,142;0,876;0,099;0,295;0,512;0,979
"torquato";0,885;0,142;0;0,347;0,083;0,15;0,134
"tona";0,164;0,142;0,196;0,819;0,295;0,013;0,431
"tesouro";0,06;0,169;0,467;0;0,375;0,611;0,557
"sentar";0;0,142;0,378;0,099;0,295;0,361;0,462
"rota";0,507;0,155;0,12;0;0,093;0,163;0,902
"referido";0,533;0,862;0,029;0,11;0,247;0,163;0,147
"recessão";0,223;0,169;0,133;0;0,105;0,178;0,161
"passageiro";0,095;0,223;0,183;0;0,542;0,804;0,214
"papua";0;0,142;0,109;0,057;0,083;0,15;0,979
"optar";0,533;0,155;0,12;0,11;0;0,559;0,902
"opor";0,633;0,142;0,109;0,347;0,083;0,512;0
"new";0,383;0,525;0,487;0,475;0,453;0,533;0
"naval";0,507;0,155;0,12;0,11;0,093;0,559;0
"mineração";0,003;0,142;0,876;0,234;0,718;0,15;0,134
"merecer";0,205;0,331;0,42;0,388;0,332;0,3;0,507
"mecanismo";0,06;0,169;0,467;0;0,105;0,178;0,82
"margem";0,885;0,486;0,378;0,001;0,312;0,15;0,134
"luis";0,051;0,155;0,15;0,11;0;0,559;0,147
"luciano";0,442;0,486;0,109;0,099;0,718;0;0,134
"links";0,044;0,142;0,109;0;0,083;0,15;0,462
"levantamento";0,191;0,862;0,49;0,005;0,093;0,821;0,507
"invadir";0,205;0,862;0,12;0,896;0,093;0,065;0,902
"indulto";0,011;0,862;0,12;0,388;0,332;0,065;0,147
"incentivo";0,885;0,142;0,109;0,234;0;0,512;0,134
"inaceitável";0,533;0,862;0,12;0,388;0,332;0,163;0
"identificação";0,085;0,939;0,876;0,234;0,295;0,512;0,134
"identidade";0;0,64;0,52;0,929;0,118;0,194;0,614
"hilberto";0,051;0,155;0,12;0,388;0;0,163;0,147
"hamburgo";0,001;0,169;0,133;0,98;0,105;0,611;0,297
"haley";0,044;0,142;0,109;0,099;0,083;0,15;0
"gustavo";0,271;0,142;0,109;0,099;0,002;0,089;0,134
"ft";0,257;0,203;0,165;0;0,134;0,212;0,195
"fortalecimento";0,019;0,486;0,876;0,234;0,083;0,512;0,462
"foloni";0,035;0,169;0,018;0,123;0,878;0,611;0,161
"folha";0;0,532;0,42;0,547;0,332;0,163;0,147
"flagrante";0,223;0;0,467;0,433;0,105;0,741;0,557
"fila";0,306;0,203;0,165;0;0,479;0,212;0,195
"falhar";0,223;0,169;0,133;0,433;0,105;0,741;0
"facebook";0,02;0,185;0,077;0,137;0,118;0,658;0,614
"extraordinário";0,665;0,212;0,148;0,014;0,118;0,669;0,734
"excesso";0,064;0,16;0,58;0,543;0,134;0,733;0,676
"ex_prefeito";0,044;0,486;0,378;0,099;0,312;0;0,462
"especulação";0,507;0,532;0,954;0,038;0,093;0,3;0,902
"espanhol";0,056;0,155;0,12;0,181;0,093;0,163;0,013
"espalhar";0;0,142;0,109;0,631;0,083;0,15;0,979
"dificultar";0,044;0;0,109;0,819;0,295;0,089;0,979
"dermeval";0,051;0,155;0,12;0,11;0;0,163;0,147
"depositar";0,044;0,142;0;0,099;0,002;0,512;0,134
"decorrente";0,044;0,105;0,378;0,631;0,017;0,15;0,979
"cópia";0,191;0,155;0,003;0,896;0,062;0,163;0,507
"cálculo";0,06;0,169;0,133;0,98;0,105;0,004;0
"contradição";0,164;0,939;0,109;0,099;0;0,15;0,134
"consultar";0,442;0,486;0,876;0,347;0,002;0,897;0,462
"conselheiro";0,06;0,583;0,962;0,433;0,375;0,611;0
"consciência";0,885;0,486;0,378;0;0,295;0,897;0,134
"comandante";0,507;0,331;0,954;0,388;0,332;0,821;0,09
"cláudio";0,885;0,486;0,57;0,099;0;0,15;0,134
"cheio";0;0,486;0,109;0,347;0,718;0,15;0,462
"chave";0,633;0,939;0,109;0,631;0,745;0,512;0,431
"centro_direita";0,581;0,169;0,133;0,123;0,105;0;0,161
"centena";0,984;0,077;0,42;0,11;0,794;0,163;0,013
"ccj";0,044;0,142;0,196;0,099;0,083;0;0,134
"característica";0;0,142;0,109;0,099;0,083;0,15;0,002
"caminhar";0,633;0,142;0,109;0,234;0,295;0,001;0,462
"camex";0,191;0,155;0,12;0,005;0;0,163;0,147
"batizar";0,885;0,142;0,001;0,234;0,083;0,512;0,462
"art";0,044;0;0,109;0,099;0,718;0,897;0,134
"aposentado";0,003;0,64;0,52;0,381;0,118;0,194;0,614
"anular";0,271;0;0,109;0,099;0,295;0,897;0,134
"afetado";0,306;0,704;0,165;0;0,479;0,733;0,644
"adiar";0,442;0;0,109;0,099;0,295;0,897;0,979
"acm";0,442;0,142;0,109;0,819;0,083;0;0,134
"acertado";0,051;0,077;0,42;0,896;0,062;0,3;0,147
"8a";0,044;0;0,109;0,099;0,083;0,15;0,134
"volume";0,051;0,155;0,42;0;0,247;0,163;0,147
"vigor";0,909;0,169;0,133;0,433;0,105;0,242;0
"viana";0,507;0,077;0,42;0,388;0,654;0,065;0,147
"verde";0,581;0,169;0,411;0,98;0,005;0,611;0,161
"velocidade";0,101;0,035;0,148;0,381;0,423;0,194;0,177
"vaccarezza";0,223;0,583;0,111;0,123;0,041;0,242;0,161
"tolerância";0;0,212;0,52;0,137;0,118;0,194;0,177
"terço";0,223;0,169;0,133;0,003;0,105;0;0,161
"teatro";0;0,532;0,12;0,11;0,332;0,821;0,507
"solaris";0,051;0,155;0,12;0,11;0;0,163;0,147
"saneamento";0,051;0,155;0,12;0;0,332;0,821;0,147
"salvar";0,581;0,269;0,467;0,024;0,375;0,611;0,557
"retomada";0,507;0,155;0,12;0,547;0,093;0;0,363
"responsabilizar";0,533;0,01;0,12;0,388;0,093;0,163;0,013
"remeter";0,261;0;0,873;0,137;0,118;0,669;0,177
"relatoria";0,051;0,001;0,003;0,11;0,093;0,3;0,147
"recolher";0,984;0,862;0,12;0,547;0,001;0,163;0,147
"raça";0,005;0,169;0,133;0,024;0,105;0,178;0,82
"quantia";0,223;0,169;0,018;0,123;0;0,178;0,161
"péssimo";0,081;0,203;0,165;0;0,479;0,141;0,195
"proximidade";0,095;0,223;0,648;0,73;0,296;0,232;0,001
"pobreza";0,507;0,155;0,12;0;0,093;0,163;0,147
"pac";0;0,245;0,205;0,192;0,616;0,255;0,236
"moderno";0,001;0,155;0,42;0,038;0,093;0,559;0,147
"mero";0,223;0,781;0,411;0,024;0,878;0,178;0,557
"merda";0;0,155;0,49;0,11;0,093;0,821;0,147
"irregular";0,051;0,532;0,003;0,181;0,247;0,163;0,147
"intelectual";0;0,532;0,42;0,11;0,093;0,163;0,507
"inflação";0,223;0,583;0,133;0;0,105;0,178;0,161
"inadequado";0,343;0,64;0,52;0,137;0,968;0,029;0,614
"hídrico";0,223;0,169;0,133;0;0,105;0,178;0,161
"hotmail";0;0,169;0,133;0,433;0,105;0,242;0,161
"hostil";0,984;0,155;0,12;0,388;0,093;0,163;0
"haiti";0,665;0,185;0,148;0;0,118;0,194;0,177
"gay";0;0,781;0,133;0,433;0,375;0,178;0,557
"fruto";0,035;0,583;0,411;0,463;0,375;0,178;0,161
"fornecedor";0,06;0,169;0,133;0,135;0;0,741;0,161
"festa";0;0,169;0,133;0,123;0,105;0,741;0,161
"ferreira";0,984;0,077;0,49;0,388;0,794;0,821;0,147
"favorecimento";0,051;0,155;0,42;0,896;0;0,559;0,147
"faturamento";0,06;0,169;0,467;0;0,878;0,178;0,161
"famoso";0,001;0,155;0,15;0,388;0,332;0,559;0,147
